%1COND-HTR-04624(PV)	1COND-HTR-04624(SP)	1COND-HTR-04624(C)	1COND-HTR-04657
-0.273984909	0	69.18457031	62.81022263
-0.173934937	0	69.70005798	62.8659668
-0.033558846	0	70.52113342	62.92171097
0.133701324	0	71.54593658	62.97745895
0.217569232	0	72.57073975	63.03320313
0.30143714	0	73.59555054	63.0889473
0.385305047	0	74.6203537	63.14469528
0.469172955	0	75.64515686	63.20043945
0.553040862	0	76.66996002	63.25618362
0.63690877	0	77.69476318	63.40410233
0.704742432	0	78.71957397	63.92070389
0.761886597	0	79.74437714	64.68717194
0.795473516	0	80.53204346	66.453125
0.813355684	0	81.16162109	67.58802795
0.831237793	0	81.79119873	68.72293854
0.810835183	0	82.42077637	69.82262421
0.790432572	0	83.050354	70.78142548
0.770029962	0	83.67993164	71.74023438
0.740832448	0	84.19742584	71.97194672
0.676455259	0	84.26660156	72.20365906
0.612078011	0	84.33577728	72.4353714
0.547700822	0	84.40494537	72.66708374
0.483323634	0	84.47412109	72.7727356
0.418946415	0	84.36923218	72.79434204
0.354569227	0	84.00325775	72.81595612
0.290192008	0	83.6372757	72.83757019
0.225814819	0	83.27130127	72.85918427
0.161437616	0	82.90531921	72.88079834
0.097060412	0	82.53934479	72.90240479
0.032683209	0	82.17336273	72.92401886
-0.031693995	0	81.80738831	72.94563293
-0.096071199	0	81.44140625	72.96724701
-0.160448402	0	80.8842392	72.98886108
-0.224825606	0	80.32707214	73.01046753
-0.289202809	0	79.76989746	72.9787674
-0.321124136	0	79.21273041	72.86710358
-0.344931453	0	78.65556335	72.75543213
-0.3687388	0	78.0983963	72.64376831
-0.392546147	0	77.54122925	72.53209686
-0.445090562	0	76.81761932	72.42043304
-0.516793013	0	75.98305511	72.3087616
-0.572762132	0	75.14849091	72.19709778
-0.605131269	0	74.3139267	72.08542633
-0.637500465	0	73.47936249	69.66992188
-0.669869661	0	72.64479828	68.17438507
-0.702238798	0	71.81022644	66.68638611
-0.722156525	0	71.0925293	65.41666412
-0.692268372	0	70.84228516	65
-0.662380219	0	70.59204102	64.58333588
-0.632492065	0	70.34179688	64.33105469
-0.602603912	0	70.09155273	64.11987305
-0.572715759	0	69.84130859	63.90869141
-0.542827606	0	69.59106445	63.69750977
-0.512939453	0	69.34082031	63.48632813
-0.476829708	0	69.16847992	63.09720612
-0.415833503	0	69.30774689	62.70808411
-0.354837328	0	69.44701385	62.50976563
-0.293841153	0	69.58628082	62.59765625
-0.232844979	0	69.72554016	62.68554688
-0.144729346	0	70.27367401	62.7734375
-0.038534075	0	71.09437561	62.86132813
0.067661196	0	71.91507721	62.94921875
0.173856467	0	72.73577881	63.03710938
0.280051738	0	73.55648804	63.125
0.386247009	0	74.61753082	63.21289063
0.49244228	0	75.83880615	63.30078125
0.598637521	0	77.06008911	63.38867188
0.68897438	0	78.2013855	63.4765625
0.715877533	0	79.02275085	64.3912735
0.742780685	0	79.84411621	65.30599213
0.769683838	0	80.6654892	66.57588959
0.79658699	0	81.48685455	67.9925766
0.816461444	0	82.30822754	69.04921722
0.82579273	0	83.1295929	70.10585785
0.835124075	0	83.95095825	71.1867218
0.79788363	0	84.31485748	72.21256256
0.749000311	0	84.56438446	72.63085938
0.700116932	0	84.81391144	73.04915619
0.651233554	0	85.06344604	73.16588593
0.602350175	0	85.31297302	73.20722961
0.553466797	0	85.5625	73.24856567
0.479785442	0	85.37322998	73.28990936
0.406104058	0	85.18396759	73.33125305
0.332422704	0	84.99469757	73.37258911
0.258741319	0	84.80543518	73.4139328
0.185059965	0	84.361763	73.45527649
0.111378595	0	83.85449219	73.49661255
0.03769723	0	83.34722137	73.53795624
-0.041641872	0	82.79193878	73.57929993
-0.143611908	0	82.04460144	73.62063599
-0.24558194	0	81.2972641	73.5304718
-0.301298648	0	80.54992676	73.40742493
-0.34545204	0	79.80258942	73.28437805
-0.389605433	0	79.05525208	73.16133118
-0.433758825	0	78.30792236	73.0382843
-0.477912217	0	77.56058502	72.91523743
-0.52206558	0	76.81324768	72.79219055
-0.566218972	0	76.06591034	72.66914368
-0.610372365	0	75.318573	72.5460968
-0.654525757	0	74.55257416	72.42304993
-0.698679149	0	73.71191406	70.09765625
-0.742832541	0	72.87125397	68.38671875
-0.734522641	0	72.32741547	67.1450882
-0.713096976	0	71.85778046	65.62304688
-0.691671312	0	71.38813782	65.29162598
-0.670245588	0	70.91850281	64.96020508
-0.648819923	0	70.5410614	64.62878418
-0.627394199	0	70.30191803	64.41113281
-0.605968535	0	70.06277466	64.22192383
-0.584542871	0	69.82363129	64.03271484
-0.563117146	0	69.58448029	63.84350586
-0.541691482	0	69.34533691	63.65429688
-0.520265758	0	69.10619354	63.42089844
-0.498840094	0	68.86705017	63.01074219
-0.477414399	0	68.6279068	62.60058594
-0.406877398	0	68.84064484	62.48866272
-0.324062586	0	69.16635895	62.57555771
-0.241247743	0	69.49207306	62.66245651
-0.137350842	0	70.0281601	62.74935532
-0.001830864	0	70.87979889	62.83625031
0.111264363	0	71.73144531	62.92314911
0.190722466	0	72.58309174	63.01004791
0.270180553	0	73.43473053	63.0969429
0.38648659	0	74.44905853	63.18384171
0.514205515	0	75.57183075	63.27074051
0.589314759	0	76.6946106	63.3576355
0.664424062	0	77.81738281	63.4445343
0.739533305	0	78.94015503	64.35058594
0.793842673	0	80.06293488	65.46142578
0.834285378	0	81.18570709	66.90122986
0.854730248	0	82.12760162	68.875
0.845178246	0	82.79817963	69.80805969
0.835626245	0	83.46875	70.74111938
0.802155972	0	83.87516785	72.05273438
0.732808411	0	83.88534546	72.36645508
0.663460851	0	83.8955307	72.68017578
0.59411329	0	83.90570831	72.99389648
0.527848184	0	83.91589355	73.05599213
0.473912746	0	83.92607117	73.05517578
0.419977337	0	83.93625641	73.05435944
0.366041929	0	83.94643402	73.05355072
0.31210649	0	83.95661926	73.05273438
0.258171082	0	83.96679688	73.05191803
0.180077866	0	83.46278381	73.05110931
0.101984657	0	82.95877075	73.05029297
0.023891449	0	82.45475006	73.04947662
-0.069889829	0	81.74843597	73.04866791
-0.187203214	0	80.73867035	73.04785156
-0.263947636	0	79.98730469	73.04703522
-0.279838562	0	79.62353516	72.87671661
-0.295729488	0	79.25976563	72.66402435
-0.311620444	0	78.89599609	72.45132446
-0.32751137	0	78.53222656	72.2386322
-0.343402326	0	78.16845703	72.02593994
-0.406525344	0	77.46589661	71.81324005
-0.481456399	0	76.67863464	71.60054779
-0.539898217	0	75.89137268	71.3878479
-0.58734715	0	75.10411835	71.17515564
-0.634796143	0	74.31685638	70.96246338
-0.645828247	0	73.52959442	68.89414215
-0.656860352	0	72.74234009	67.99902344
-0.667892456	0	71.95507813	67.32275391
-0.644004583	0	71.61025238	65.54980469
-0.620116651	0	71.26542664	64.78691101
-0.596228778	0	70.92059326	64.44804382
-0.572340846	0	70.57576752	64.10917664
-0.548452973	0	70.23094177	63.77031326
-0.522133768	0	69.93264008	63.43144608
-0.486089259	0	69.82046509	63.09257889
-0.450044781	0	69.70828247	62.7537117
-0.414000303	0	69.59610748	62.41484451
-0.377955794	0	69.48392487	62.07597733
-0.341911316	0	69.37174225	61.99137497
-0.305866838	0	69.25956726	62.07628632
-0.269822329	0	69.14738464	62.16119766
-0.201021627	0	69.47057343	62.24610901
-0.083086565	0	70.44682312	62.33102036
0.034848489	0	71.42307281	62.4159317
0.152783543	0	72.39932251	62.50084305
0.270718604	0	73.37556458	62.58575439
0.388653666	0	74.35181427	62.67066574
0.499408305	0	75.36103821	62.75557709
0.581441224	0	76.50216675	62.84048843
0.663474202	0	77.64330292	62.92539978
0.745507121	0	78.78443146	63.92645645
0.813145936	0	79.92556763	65.15654755
0.8711887	0	81.06669617	66.47982025
0.88995713	0	81.9205246	68.4453125
0.898907006	0	82.70252228	69.4609375
0.898415625	0	83.41635895	70.63932037
0.860159159	0	83.8575058	71.81975555
0.821902752	0	84.29866028	72.45514679
0.783646286	0	84.73980713	72.64105988
0.745389879	0	85.18096161	72.82696533
0.682216644	0	85.30273438	73.01287842
0.602432251	0	85.211586	73.19878387
0.522647858	0	85.12044525	73.38469696
0.442863464	0	85.02929688	73.42359924
0.340754926	0	84.48313141	73.42575073
0.238646373	0	83.93696594	73.42790222
0.143891022	0	83.39079285	73.43005371
0.078548431	0	82.84462738	73.4322052
0.013205846	0	82.29846191	73.43435669
-0.052136738	0	81.75229645	73.43650818
-0.117479324	0	81.20612335	73.43865967
-0.182821915	0	80.65995789	73.44081116
-0.24816449	0	80.11379242	73.44296265
-0.31350708	0	79.56762695	73.44511414
-0.340386629	0	79.02145386	73.44726563
-0.367266208	0	78.47528839	73.16317749
-0.394145757	0	77.92912292	72.87908173
-0.431671143	0	77.32416534	72.59499359
-0.511779785	0	76.48404694	72.31090546
-0.584546387	0	75.64393616	72.02680969
-0.627944946	0	74.80381775	71.74272156
-0.671343505	0	73.96370697	70.15820313
-0.695338666	0	73.12358856	68.82214355
-0.714482963	0	72.28347778	67.48608398
-0.733627319	0	71.44335938	66.15002441
-0.702481925	0	71.14759827	64.68066406
-0.671336591	0	70.85184479	64.11914063
-0.640191197	0	70.55608368	63.71051788
-0.609045863	0	70.26032257	63.53125
-0.577900469	0	69.96456146	63.35198212
-0.546755135	0	69.66880798	63.17271042
-0.515609741	0	69.37304688	62.99344254
-0.463147759	0	69.39655304	62.81417465
-0.410685778	0	69.42006683	62.52124023
-0.358223796	0	69.443573	62.19989014
-0.305761844	0	69.46708679	61.87854004
-0.253299862	0	69.49059296	61.81910324
-0.155363426	0	69.99633789	61.93427277
-0.027110707	0	70.82357025	62.04944229
0.090389527	0	71.65079498	62.16461563
0.191761017	0	72.47802734	62.27978516
0.293132514	0	73.3052597	62.39495468
0.394504011	0	74.36697388	62.51012802
0.492698669	0	75.48730469	62.62529755
0.578186035	0	76.6076355	62.74046707
0.663673401	0	77.72797394	63.11063004
0.749160767	0	78.84830475	63.86328125
0.804293811	0	79.96864319	65.46918488
0.839190662	0	81.088974	66.61284637
0.858283401	0	82	68.34472656
0.866840065	0	82.77148438	69.375
0.875396729	0	83.54296875	70.56771088
0.819887817	0	83.75521088	71.63932037
0.764378846	0	83.96744537	72.197052
0.708869934	0	84.1796875	72.36646271
0.653361022	0	84.39192963	72.43878937
0.597852051	0	84.60416412	72.51112366
0.54234314	0	84.81640625	72.58345795
0.477005631	0	84.5352478	72.65578461
0.411668152	0	84.25408936	72.7281189
0.346330643	0	83.97293091	72.80045319
0.280993134	0	83.69177246	72.87277985
0.21565564	0	83.41061401	72.94511414
0.150318146	0	83.12944794	73.01744843
0.084980644	0	82.84828949	73.08977509
0.019643148	0	82.56713104	73.16210938
-0.045694351	0	82.15831757	73.16129303
-0.111031853	0	81.55802155	73.16048431
-0.176369354	0	80.9577179	73.15966797
-0.241706848	0	80.35742188	73.15885162
-0.273813248	0	79.75712585	73.15804291
-0.305919647	0	79.1568222	73.15722656
-0.338026047	0	78.55652618	73.15641022
-0.370132446	0	77.95623016	73.1556015
-0.422039568	0	77.35592651	73.15478516
-0.47394672	0	76.75563049	73.15396881
-0.528315723	0	76.06933594	73.1531601
-0.592532337	0	75.0390625	73.15234375
-0.65674895	0	74.00878906	71.50357819
-0.720965564	0	72.97851563	69.2660141
-0.773454964	0	72.01032257	67.34570313
-0.77903527	0	71.29045868	65.49467468
-0.784615636	0	70.57059479	64.50656891
-0.761268258	0	70.11480713	64.03162384
-0.694529235	0	70.05514526	63.89879227
-0.627790153	0	69.9954834	63.76595688
-0.56105113	0	69.93582153	63.63312149
-0.500678062	0	69.87615967	63.50028992
-0.465768695	0	69.8164978	63.36745453
-0.430859327	0	69.75683594	63.23461914
-0.39594996	0	69.69717407	63.10178375
-0.361040592	0	69.63751221	62.96894836
-0.326131254	0	69.57785034	62.43652344
-0.291221887	0	69.51818848	61.95041275
-0.256312519	0	69.45852661	62.04915237
-0.221403167	0	69.39886475	62.14789581
-0.13888824	0	69.97064209	62.24663544
-0.024636269	0	70.96337891	62.34537888
0.089615703	0	71.95611572	62.4441185
0.203867674	0	72.94885254	62.54286194
0.318119645	0	73.94158936	62.64160156
0.432371616	0	74.93432617	62.74034119
0.541753113	0	75.93619537	62.83908463
0.631652832	0	76.97460938	62.93782425
0.703087926	0	78.01302338	63.41959763
0.746826172	0	79.05142975	64.475914
0.790564418	0	80.08984375	65.53222656
0.834302604	0	81.12825775	66.85351563
0.867945373	0	82.0928421	68.57226563
0.861206055	0	82.76210785	69.13324738
0.854466736	0	83.43138123	69.89815521
0.838723302	0	84.00550842	71.47879791
0.786963344	0	84.19908142	72.02452087
0.735203326	0	84.39264679	72.31152344
0.683443367	0	84.58621979	72.598526
0.63168335	0	84.77978516	72.83303833
0.579923332	0	84.97335052	72.85762024
0.520829618	0	84.96182251	72.88219452
0.456846744	0	84.81356812	72.9067688
0.39286387	0	84.66530609	72.93135071
0.328880996	0	84.51704407	72.95592499
0.256820977	0	84.2428894	72.98049927
0.152452394	0	83.46515656	73.00508118
0.048083801	0	82.68742371	73.02965546
-0.056284789	0	81.90969086	73.05422974
-0.160653383	0	81.13195038	73.07881165
-0.250587463	0	80.41062164	73.10338593
-0.282783508	0	79.91490173	73.06245422
-0.314979553	0	79.41917419	72.7594986
-0.347175598	0	78.92345428	72.45654297
-0.379371643	0	78.42773438	72.15358734
-0.432436258	0	77.5591507	71.85063171
-0.485500872	0	76.69056702	71.54767609
-0.538565516	0	75.82198334	71.24472046
-0.591630101	0	74.95340729	70.94176483
-0.644694746	0	74.08482361	70.63880157
-0.69775933	0	73.21623993	69.15273285
-0.750823975	0	72.34765625	68.02594757
-0.727916718	0	71.93099213	66.52483368
-0.70500946	0	71.51432037	65.41054535
-0.682102203	0	71.09765625	64.75737762
-0.659194946	0	70.68099213	64.1953125
-0.633913338	0	70.31264496	63.96204758
-0.599134505	0	70.13757324	63.72878265
-0.564355612	0	69.96250916	63.49551773
-0.529576719	0	69.78744507	63.26225281
-0.494797856	0	69.61237335	63.02898788
-0.460018992	0	69.43730927	62.79571915
-0.425240129	0	69.26224518	62.56245422
-0.390461236	0	69.08717346	62.3291893
-0.355682373	0	68.91210938	62.16461563
-0.252387196	0	69.55091858	62.27479935
-0.149091989	0	70.18972015	62.38498688
-0.048158873	0	70.82852936	62.49517059
0.043325957	0	71.46733856	62.60535812
0.13481079	0	72.10614014	62.71554565
0.22629562	0	72.83294678	62.82572937
0.317780465	0	73.91173553	62.9359169
0.418417782	0	74.99052429	63.04610062
0.555665135	0	76.06931305	63.15628815
0.629772961	0	77.14810181	63.26647186
0.688095868	0	78.22689819	63.75251007
0.746418774	0	79.30568695	64.5859375
0.804741681	0	80.38447571	65.88047028
0.844323754	0	81.46326447	67.47031403
0.879220605	0	82.54205322	68.9535141
0.87787044	0	83.23299408	70.01015472
0.867458582	0	83.82697296	71.06679535
0.857046664	0	84.42095947	72.05552673
0.828388691	0	84.85952759	72.77259827
0.772361457	0	85.06500244	72.9690094
0.716334224	0	85.27046967	73.03525543
0.66030699	0	85.47593689	73.10149384
0.604279757	0	85.68140411	73.16773987
0.521563232	0	85.64691925	73.2339859
0.398812622	0	85.25249481	73.3002243
0.276062012	0	84.85807037	73.36647034
0.215438291	0	84.46365356	73.43271637
0.154814586	0	84.06922913	73.49895477
0.094190873	0	83.67480469	73.56520081
0.033567157	0	83.28038025	73.63144684
-0.027056558	0	82.83703613	73.69768524
-0.087680273	0	82.19799805	73.63439941
-0.148303986	0	81.55895996	73.53873444
-0.208927706	0	80.91992188	73.44306183
-0.269551426	0	80.28088379	73.34738922
-0.330175132	0	79.6418457	73.25172424
-0.390798837	0	79.00280762	73.15605164
-0.429649353	0	78.36376953	73.06037903
-0.463056564	0	77.72473145	72.96471405
-0.496463776	0	77.08569336	72.86904144
-0.539772391	0	76.30197144	72.77336884
-0.589681864	0	75.42179108	72.67770386
-0.639591396	0	74.54161072	72.58203125
-0.689500868	0	73.66143036	70.7024765
-0.7394104	0	72.78125	68.86067963
-0.726520956	0	72.223526	66.602211
-0.713631511	0	71.665802	65.26406097
-0.700742066	0	71.10807037	64.73258972
-0.680353463	0	70.69010162	64.51477814
-0.648716033	0	70.48177338	64.29695892
-0.617078662	0	70.2734375	64.07914734
-0.585441232	0	70.06510162	63.86132813
-0.553803861	0	69.85677338	63.4752121
-0.522166431	0	69.6484375	63.08909225
-0.490529031	0	69.44010162	62.83857346
-0.45889163	0	69.23177338	62.79145432
-0.42725423	0	69.0234375	62.74433517
-0.363930911	0	69.18261719	62.69721603
-0.253078759	0	69.89306641	62.65009689
-0.142226592	0	70.60351563	62.60297775
-0.053297978	0	71.31396484	62.55585861
0.030149745	0	72.02441406	62.50873947
0.113597468	0	72.73486328	62.46162033
0.197045177	0	73.4453125	62.41450119
0.280492902	0	74.15576172	62.36738205
0.363940626	0	74.97885132	62.32026291
0.447388351	0	75.97089386	62.44614029
0.530836046	0	76.9629364	62.83150482
0.6142838	0	77.95498657	63.21687317
0.682846069	0	78.94702911	64.22753906
0.7290802	0	79.93907166	65.39453125
0.775314331	0	80.9311142	66.90110016
0.821548462	0	81.92316437	68.40766907
0.854905963	0	82.83502197	69.61054993
0.836757004	0	83.42612457	70.73750305
0.818607986	0	84.0172348	71.64517975
0.800459027	0	84.6083374	72.320961
0.746708751	0	84.79947662	72.87869263
0.68405813	0	84.890625	73.01046753
0.621407568	0	84.98177338	73.0357666
0.558756948	0	85.07291412	73.06105804
0.496106356	0	85.1640625	73.08635712
0.433455765	0	84.98783875	73.11164856
0.370805174	0	84.81161499	73.13694
0.308154553	0	84.63538361	73.16223907
0.245503962	0	84.45915985	73.18753052
0.158965245	0	83.98671722	73.21282959
0.056501117	0	83.31679535	73.23812103
-0.045963015	0	82.64687347	73.26341248
-0.12227758	0	81.9769516	73.28871155
-0.192054749	0	81.30702972	73.18051147
-0.261831909	0	80.63710785	72.98332214
-0.30895111	0	79.96718597	72.78613281
-0.350405782	0	79.2972641	72.58894348
-0.391860455	0	78.62734222	72.39175415
-0.433315158	0	77.95742035	72.19456482
-0.474769831	0	77.28749847	71.99736786
-0.516224504	0	76.6175766	71.80017853
-0.572119117	0	75.8694458	71.6029892
-0.637640357	0	75.06918335	71.40579987
-0.673708797	0	74.26891327	70.18554688
-0.690141976	0	73.46865082	69.42801666
-0.706575096	0	72.66838074	68.37207031
-0.723008275	0	71.86811066	66.15976715
-0.739441454	0	71.06784821	64.66381836
-0.755874634	0	70.26757813	64.02355957
-0.718937337	0	70.05530548	63.77026367
-0.681999981	0	69.84303284	63.6137085
-0.645062685	0	69.63076019	63.45715332
-0.608125389	0	69.41847992	63.30059814
-0.571188092	0	69.20620728	63.14404297
-0.534250736	0	68.99393463	62.98748779
-0.49731344	0	68.78166199	62.85826111
-0.430027902	0	68.86340332	62.77002716
-0.317219943	0	69.38616943	62.68179321
-0.204412013	0	69.90893555	62.59356308
-0.116572827	0	70.43170166	62.50532913
-0.034975816	0	70.95446777	62.41709518
