%1COND-HTR-04624(PV)	1COND-HTR-04624(SP)	1COND-HTR-04624(C)	1COND-HTR-04657
-0.630147219	0	74.649086	72.43193817
-0.679023266	0	73.734375	70.5502243
-0.727899253	0	72.819664	69.015625
-0.776775301	0	71.90494537	66.65254211
-0.770895362	0	71.38476563	65.63789368
-0.728511512	0	71.12760162	64.7803421
-0.686127663	0	70.87044525	64.55117798
-0.643743813	0	70.61328125	64.32202148
-0.601359963	0	70.35611725	64.09286499
-0.558976114	0	70.09896088	63.86370468
-0.516592264	0	69.84179688	63.63454437
-0.474208444	0	69.68560791	63.40538406
-0.431824595	0	69.68088531	63.17622375
-0.389440745	0	69.67616272	62.94706726
-0.347056895	0	69.6714325	62.78524017
-0.304673046	0	69.6667099	62.72441101
-0.262289196	0	69.66197968	62.66358185
-0.209462479	0	69.80447388	62.60275269
-0.114864349	0	70.53580475	62.54192734
-0.020266214	0	71.26714325	62.48109818
0.074331917	0	71.99848175	62.42026901
0.168930054	0	72.72982025	62.35943985
0.263528198	0	73.46115112	62.2986145
0.342447907	0	74.35843658	62.23778534
0.417448044	0	75.29720306	62.17695618
0.504741669	0	76.23596954	62.11612701
0.61047554	0	77.17473602	62.61914063
0.670150042	0	78.11349487	63.49804688
0.7183097	0	79.05226135	64.50362396
0.7664693	0	79.99102783	66.01590729
0.814628959	0	80.92979431	67.14492035
0.836544335	0	81.86856079	68.7307663
0.840963483	0	82.80732727	69.95297241
0.84538269	0	83.74609375	71.17517853
0.792502522	0	83.94103241	71.90474701
0.739622355	0	84.13597107	72.30589294
0.686742127	0	84.3309021	72.70703125
0.633861959	0	84.52584076	72.72428131
0.580981791	0	84.72077942	72.741539
0.528101623	0	84.72489166	72.75878906
0.475221425	0	84.68128967	72.77603912
0.422341228	0	84.63769531	72.79329681
0.36946106	0	84.59410095	72.81054688
0.316580892	0	84.55049896	72.82779694
0.253817707	0	84.38835907	72.84505463
0.151522502	0	83.75204468	72.86230469
0.049227305	0	83.11573029	72.87955475
-0.042757414	0	82.47941589	72.89681244
-0.119276427	0	81.8431015	72.9140625
-0.195795447	0	81.20677948	72.81404877
-0.256629497	0	80.57046509	72.71403503
-0.293936104	0	79.9341507	72.6140213
-0.33124274	0	79.2978363	72.51400757
-0.368549347	0	78.66152191	72.41399384
-0.405855954	0	78.02520752	72.3139801
-0.44316259	0	77.3888855	72.21396637
-0.480469197	0	76.75257111	72.11395264
-0.532169878	0	75.92047882	72.0139389
-0.59346664	0	74.95787048	71.91392517
-0.654763341	0	73.99525452	71.81391144
-0.716060102	0	73.03264618	69.18467712
-0.744398952	0	72.31607056	67.383461
-0.723301053	0	71.96855164	65.79882813
-0.702203155	0	71.62102509	65.1122818
-0.681105256	0	71.27350616	64.80789185
-0.660007358	0	70.92597961	64.50349426
-0.638909459	0	70.57846069	64.19910431
-0.617811561	0	70.23094177	63.89470673
-0.596713603	0	69.88341522	63.59031296
-0.575615704	0	69.5358963	63.28591919
-0.554517806	0	69.18837738	62.98152161
-0.533419907	0	68.84085083	62.67712784
-0.512322009	0	68.49333191	62.37273407
-0.45441547	0	68.55515289	62.21547318
-0.38730675	0	68.71930695	62.15629959
-0.320198059	0	68.883461	62.09712601
-0.253089368	0	69.04762268	62.03795242
-0.162026882	0	69.62371826	61.97877884
-0.05499522	0	70.47444153	61.91960907
0.052036446	0	71.32516479	61.86043549
0.159068108	0	72.17589569	61.8012619
0.266099781	0	73.02661896	61.74208832
0.354064941	0	73.87734222	61.68291473
0.437263489	0	74.72806549	61.62374115
0.539565086	0	75.71456146	61.56456757
0.654602051	0	76.79157257	62.5699234
0.700275421	0	77.86858368	63.33349609
0.745948792	0	78.94559479	64.19140625
0.791622162	0	80.02259827	65.42382813
0.837295532	0	81.09960938	66.65103912
0.836930394	0	81.81738281	68.28955078
0.836565316	0	82.53515625	69.36021423
0.827414036	0	83.16082764	70.12890625
0.783118248	0	83.41809082	71.36881256
0.73882246	0	83.675354	72.21679688
0.694526672	0	83.93261719	72.25113678
0.650230885	0	84.18988037	72.28548431
0.605935097	0	84.44714355	72.31982422
0.561639309	0	84.70440674	72.35416412
0.501095593	0	84.51924896	72.38851166
0.43648988	0	84.22349548	72.42285156
0.371884167	0	83.92773438	72.45719147
0.307278454	0	83.63197327	72.491539
0.242672727	0	83.33621979	72.52587891
0.178067014	0	83.04045868	72.56021881
0.113461301	0	82.74469757	72.59456635
0.048855592	0	82.44893646	72.62890625
-0.015750121	0	82.03793335	72.62613678
-0.080355838	0	81.45406342	72.62337494
-0.144961551	0	80.87019348	72.62060547
-0.209567264	0	80.28632355	72.617836
-0.254517585	0	79.70244598	72.61507416
-0.294554055	0	79.11857605	72.61230469
-0.334590495	0	78.53470612	72.60953522
-0.374626964	0	77.95083618	72.60677338
-0.414663434	0	77.36695862	72.60400391
-0.454699904	0	76.78308868	72.60123444
-0.494736373	0	76.19921875	72.5984726
-0.534772813	0	75.2852478	72.59570313
-0.574809313	0	74.37126923	71.92256927
-0.627985656	0	73.45729828	71.24944305
-0.700871766	0	72.54332733	68.73242188
-0.717889547	0	71.91558838	66.58203125
-0.697661698	0	71.47868347	65.18798828
-0.677433848	0	71.04177856	64.29049683
-0.657205999	0	70.60487366	64.13784027
-0.636978149	0	70.16796875	63.9851799
-0.601058006	0	70.02807617	63.83251953
-0.565137863	0	69.88818359	63.67985916
-0.52921772	0	69.74829102	63.52719879
-0.493297577	0	69.60839844	63.37454224
-0.457377434	0	69.46850586	63.08893585
-0.421457291	0	69.32861328	62.71470261
-0.385537148	0	69.1887207	62.34047318
-0.349617004	0	69.04882813	62.34368134
-0.249444082	0	69.70819092	62.44125366
-0.14927116	0	70.36754608	62.53882599
-0.049098246	0	71.02690887	62.63639832
0.051074672	0	71.68627167	62.73397064
0.151247591	0	72.34563446	62.83154297
0.251420498	0	73.23457336	62.9291153
0.351593435	0	74.27656555	63.02668762
0.560050964	0	76.23291016	63.12425995
0.648364544	0	77.38595581	63.22183228
0.688594639	0	78.18577576	63.3194046
0.728824794	0	78.98560333	63.95654297
0.76905489	0	79.78542328	65.70605469
0.801840127	0	80.58525085	66.56054688
0.804845512	0	81.3850708	68.34765625
0.807850957	0	82.18489838	69.19900513
0.810856402	0	82.98471832	69.81640625
0.813861847	0	83.7845459	71.6484375
0.816867292	0	84.58436584	72.15270996
0.78207314	0	84.97132874	72.30957031
0.722079337	0	85.08304596	72.46643066
0.662085533	0	85.19476318	72.62329102
0.60209167	0	85.30648804	72.78015137
0.542097867	0	85.41820526	72.93701172
0.482104033	0	85.38192749	73.06855774
0.4221102	0	85.24697876	73.09884644
0.362116396	0	85.11203766	73.12913513
0.302122563	0	84.97709656	73.15943146
0.23902823	0	84.75327301	73.18972015
0.163531914	0	84.17394257	73.22000885
0.088035583	0	83.59461212	73.25029755
0.012539256	0	83.01528168	73.28058624
-0.062957071	0	82.43595123	73.31087494
-0.138453394	0	81.85662079	73.34117126
-0.213949725	0	81.27728271	73.37145996
-0.267058015	0	80.69795227	73.40174866
-0.305240959	0	80.11862183	73.34779358
-0.343423903	0	79.53929138	73.16747284
-0.381606847	0	78.95996094	72.98714447
-0.419789791	0	78.38063049	72.80682373
-0.457972705	0	77.80130005	72.62649536
-0.496155649	0	77.2219696	72.44617462
-0.556024194	0	76.42932892	72.26585388
-0.630349755	0	75.49449921	72.08552551
-0.68334198	0	74.55966187	71.90520477
-0.722112	0	73.62482452	69.91992188
-0.749119699	0	72.7711792	68.60025787
-0.729077995	0	72.24228668	66.81445313
-0.709036231	0	71.71340179	65.84244537
-0.688994527	0	71.18451691	65.36067963
-0.668952823	0	70.75466919	64.87890625
-0.648911059	0	70.47335815	64.39713287
-0.628869355	0	70.19205475	63.96541214
-0.608827651	0	69.91075134	63.73388672
-0.588785887	0	69.62944794	63.5023613
-0.568744183	0	69.34814453	63.27083206
-0.548702419	0	69.06684113	63.03930664
-0.519416451	0	68.86372375	62.5667305
-0.453153431	0	68.97336578	61.90008545
-0.386890411	0	69.08300781	61.90345001
-0.320627391	0	69.19264984	61.90681076
-0.254364371	0	69.30229187	61.91017151
-0.15843527	0	70.01729584	61.91353607
-0.055089679	0	70.88365173	61.91689682
0.04825592	0	71.75	61.92025757
0.151601523	0	72.61634827	61.92361832
0.254947126	0	73.48270416	61.92698288
0.358292729	0	74.34905243	61.93034363
0.461638302	0	75.2154007	61.93370438
0.544200122	0	76.21757507	61.93706894
0.621565998	0	77.25370789	61.94042969
0.752334595	0	78.85416412	63.95340347
0.825912476	0	79.95859528	65.3684082
0.852462769	0	80.63828278	66.00927734
0.869471252	0	81.31797028	67.82568359
0.848312378	0	81.99765778	68.90820313
0.827153504	0	82.67734528	69.61132813
0.805994689	0	83.35703278	70.31445313
0.77012825	0	83.74133301	71.19371796
0.724456787	0	83.92871094	72.11701202
0.678785324	0	84.11608887	72.49228668
0.633113861	0	84.3034668	72.50221252
0.587442398	0	84.49084473	72.512146
0.541770935	0	84.67822266	72.52207184
0.490330547	0	84.77693176	72.53200531
0.415814459	0	84.52097321	72.54193115
0.341298342	0	84.26500702	72.55186462
0.266782254	0	84.00904846	72.56179047
0.185399771	0	83.60978699	72.57172394
0.093717694	0	82.99559021	72.58165741
0.002035618	0	82.38139343	72.59158325
-0.084016442	0	81.76719666	72.60151672
-0.147548437	0	81.15299225	72.61144257
-0.211080432	0	80.53879547	72.62137604
-0.274612427	0	79.92459869	72.63130188
-0.304027379	0	79.31040192	72.64123535
-0.33344233	0	78.69619751	72.65116119
-0.362857282	0	78.08200073	72.66109467
-0.392272234	0	77.46780396	72.67102051
-0.43666473	0	76.85360718	72.68095398
-0.48480165	0	76.23940277	72.69087982
-0.53293854	0	75.58687592	72.70081329
-0.58107543	0	74.78101349	72.71073914
-0.62921232	0	73.97515869	72.72067261
-0.662803054	0	73.16929626	69.11914063
-0.692757249	0	72.36343384	68.38253021
-0.711302757	0	71.65563965	66.34049225
-0.684213638	0	71.34008789	65.05175781
-0.657124519	0	71.02453613	64.38407135
-0.6300354	0	70.70898438	64.02587891
-0.602946281	0	70.39343262	63.66769028
-0.575857162	0	70.07788086	63.39897919
-0.548768044	0	69.7623291	63.18992233
-0.509847999	0	69.64051056	62.98086548
-0.467970282	0	69.56713104	62.77180862
-0.426092535	0	69.49375153	62.56275177
-0.384214789	0	69.42037201	62.33081055
-0.342337042	0	69.34698486	62.00732422
-0.300459296	0	69.27360535	61.68383789
-0.258581549	0	69.20022583	61.36035156
-0.155481979	0	69.84896088	61.50362396
-0.03707695	0	70.67822266	61.64689636
0.105734691	0	71.77176666	61.79016876
0.28515625	0	73.26171875	61.93344116
0.363112777	0	74.30419922	62.07670975
0.441069275	0	75.34667969	62.21998215
0.533118725	0	76.38916016	62.36325455
0.634563446	0	77.43164063	62.69943619
0.736008167	0	78.51716614	63.32497787
0.809681296	0	79.60269165	65.12955475
0.841696978	0	80.68821716	66.288414
0.865855217	0	81.68591309	67.79589844
0.85858345	0	82.33227539	69.05312347
0.851311684	0	82.9786377	69.5863266
0.844039917	0	83.625	70.46582031
0.789276004	0	83.79571533	72.10433197
0.734512031	0	83.96643829	72.15722656
0.679748118	0	84.13715363	72.21012115
0.624984145	0	84.30786896	72.26302338
0.570220232	0	84.47858429	72.31591797
0.515456319	0	84.50901794	72.36881256
0.460692346	0	84.44591522	72.42171478
0.405928403	0	84.3828125	72.47460938
0.35116449	0	84.31970978	72.52750397
0.296400547	0	84.25660706	72.58040619
0.234473526	0	84.01119995	72.63330078
0.161801904	0	83.4923172	72.68619537
0.08913029	0	82.97343445	72.72851563
0.016458675	0	82.45455933	72.72851563
-0.056212943	0	81.93567657	72.72851563
-0.128884554	0	81.41679382	72.72851563
-0.201556176	0	80.8979187	72.72851563
-0.255958706	0	80.37903595	72.72851563
-0.282957554	0	79.8601532	72.72851563
-0.309956402	0	79.34127808	72.72851563
-0.336955279	0	78.82239532	72.72851563
-0.363954127	0	78.30351257	72.72851563
-0.390953004	0	77.78463745	72.72851563
-0.417951852	0	77.2657547	72.72851563
-0.44495073	0	76.74687195	72.72851563
-0.471949577	0	76.12620544	72.16414642
-0.498948425	0	75.35283661	71.59976959
-0.525947273	0	74.5794754	71.03540039
-0.561704993	0	73.8061142	70.47103119
-0.632498145	0	73.03275299	69.40917969
-0.683840513	0	72.35691833	67.78710938
-0.657379568	0	72.07120514	67.42447662
-0.630918682	0	71.78549194	67.0618515
-0.604457736	0	71.49977875	66.69921875
-0.57799685	0	71.21406555	65.52841187
-0.551535904	0	70.92834473	65.19905853
-0.525074959	0	70.64263153	64.8697052
-0.496663958	0	70.40053558	64.54035187
-0.460452467	0	70.33290863	64.21099854
-0.424240977	0	70.26528168	63.8816452
-0.388029486	0	70.19765472	63.57003403
-0.351817995	0	70.13002777	63.32938004
-0.315606505	0	70.06240082	63.08872604
-0.279395014	0	69.99477386	62.84807587
-0.243183523	0	69.92714691	62.60742188
-0.195758909	0	70.03483582	62.72322845
-0.103481792	0	70.84380341	62.83903122
-0.011204678	0	71.65276337	62.9548378
0.081072435	0	72.46173096	63.07064438
0.173349544	0	73.27069092	63.18645096
0.265626669	0	74.07965851	63.30225372
0.357903779	0	74.88861847	63.4180603
0.450180888	0	75.69758606	63.53386688
0.542457998	0	76.7220993	63.64967346
0.634735107	0	77.80049896	63.76547623
0.703459024	0	78.87890625	64.2652359
0.766023278	0	79.95731354	65.34091949
0.803948998	0	81.0357132	67.09960938
0.833817542	0	82.0388031	68.50697327
0.831457496	0	82.74062347	69.3203125
0.829097509	0	83.44245148	70.55273438
0.816856384	0	84.04270935	71.29492188
0.765090942	0	84.23671722	72.49804688
0.7133255	0	84.43073273	72.55680084
0.661560059	0	84.6247406	72.61556244
0.609794617	0	84.81874847	72.67431641
0.558029175	0	85.01276398	72.73307037
0.506263733	0	85.15148163	72.79183197
0.454498291	0	85.06906128	72.85058594
0.402732849	0	84.98664093	72.9093399
0.350967407	0	84.90422058	72.9681015
0.299201965	0	84.82180023	73.02685547
0.24213028	0	84.64640808	73.08560944
0.163833618	0	84.09916687	73.14437103
0.085536957	0	83.55192566	73.203125
0.007240295	0	83.00467682	73.20361328
-0.055676006	0	82.45743561	73.20410156
-0.108338729	0	81.9101944	73.20458984
-0.161001459	0	81.36295319	73.20507813
-0.213664174	0	80.81570435	73.20556641
-0.266326904	0	80.26846313	73.20605469
-0.318989635	0	79.72122192	73.20654297
-0.371652365	0	79.17397308	73.20703125
-0.424315065	0	78.40429688	73.20751953
-0.476977795	0	77.48632813	73.20800781
-0.529640555	0	76.56835938	73.20849609
-0.582303226	0	75.65039063	73.20898438
-0.634965956	0	74.73242188	72.70703125
-0.687628686	0	73.81445313	72.20507813
-0.740291417	0	72.89648438	69.38867188
-0.780755639	0	71.97851563	67.83398438
-0.81817019	0	71.06054688	65.867836
-0.778892517	0	70.78431702	64.80142975
-0.720441818	0	70.6685257	64.3894043
-0.661991119	0	70.55273438	64.26367188
-0.603540421	0	70.43694305	64.13793945
-0.545089722	0	70.32115173	64.01220703
-0.513794303	0	70.20536041	63.88647461
-0.482498825	0	70.08956146	63.76074219
-0.451203376	0	69.97377014	63.63500977
-0.419907957	0	69.85797882	63.50927734
-0.388612509	0	69.7421875	63.10774612
-0.35731706	0	69.62639618	62.52235413
-0.326021612	0	69.51060486	62.4757843
-0.294726163	0	69.39481354	62.56392288
-0.263430715	0	69.27901459	62.65206146
-0.153107032	0	69.97602844	62.74020004
-0.023026293	0	70.87624359	62.82833862
0.141256601	0	72.14704132	62.9164772
0.30298233	0	73.51241302	63.0046196
0.363273621	0	74.26786041	63.09275818
0.423564911	0	75.02330017	63.18089676
0.500952721	0	75.99389648	63.26903534
0.60398531	0	77.28723145	63.35717392
0.707017899	0	78.58056641	63.4453125
0.793518066	0	79.74584198	64.90021515
0.81388855	0	80.39888	65.90074921
0.834259033	0	81.05191803	67.10351563
0.823858142	0	81.70494843	68.34430695
0.805764437	0	82.35798645	69.19677734
0.787670732	0	83.01102448	70.32115173
0.769577026	0	83.6640625	71.09960938
0.714672685	0	83.82872772	72.11351013
0.659768283	0	83.99340057	72.16347504
0.604863942	0	84.1580658	72.21344757
0.5499596	0	84.32273865	72.26341248
0.495055228	0	84.48740387	72.31337738
0.440150887	0	84.58626556	72.36334991
0.385246515	0	84.421875	72.41331482
0.330342174	0	84.25748444	72.46327972
0.275437802	0	84.0931015	72.51325226
0.220533445	0	83.92871094	72.56321716
0.165629089	0	83.67848206	72.61318207
0.110724725	0	83.29950714	72.6631546
0.055820368	0	82.9205246	72.70296478
0.00091601	0	82.54154205	72.70214844
-0.053988349	0	82.16255951	72.70133209
-0.113549456	0	81.70492554	72.70052338
-0.191737548	0	80.93269348	72.69970703
-0.269925624	0	80.1604538	72.69889069
-0.307643503	0	79.63840485	72.69808197
-0.31838122	0	79.28313446	72.69726563
-0.329118937	0	78.9278717	72.69644928
-0.339856654	0	78.57260132	72.69564056
-0.350594342	0	78.21733856	72.69482422
-0.361332059	0	77.86206818	72.69400787
-0.423147589	0	77.07939148	72.57539368
-0.49773255	0	76.18985748	71.98554993
-0.572317481	0	75.30032349	71.39570618
-0.646902442	0	74.41078949	70.80586243
-0.68031311	0	73.52125549	68.90429688
-0.703430176	0	72.6317215	68.19506836
-0.726547241	0	71.7421875	67.0546875
-0.696678162	0	71.50758362	65.5734787
-0.666809082	0	71.27297974	65.31587982
-0.636940002	0	71.03838348	65.05828094
-0.607070923	0	70.8037796	64.8006897
-0.577201843	0	70.56917572	64.54309082
-0.547332764	0	70.33457184	64.28549194
-0.517463684	0	70.09997559	64.02789307
-0.487594604	0	69.8653717	63.77029419
-0.449955642	0	69.73134613	63.51269531
-0.400661856	0	69.7481842	62.87182617
-0.35136807	0	69.76502228	62.5119133
-0.302074313	0	69.78185272	62.57343674
-0.252780527	0	69.7986908	62.63496017
-0.203486741	0	69.81552887	62.69648361
-0.114456765	0	70.39506531	62.75800705
0.001064007	0	71.34973145	62.81953049
0.116584778	0	72.30438995	62.88105392
0.214860588	0	73.25905609	62.94257736
0.313136399	0	74.21372223	63.0041008
0.411412209	0	75.16838074	63.06562424
0.50968802	0	76.12304688	63.12714767
0.6079638	0	77.23777771	63.18867111
0.701757431	0	78.35250092	63.70560455
0.777622223	0	79.46723175	64.90564728
0.834060669	0	80.58196259	66.10569763
0.877548218	0	81.69668579	67.89517975
0.899238586	0	82.65234375	69.1060257
0.906397521	0	83.50195313	70.02636719
0.901725471	0	84.23958588	71.72070313
0.849729776	0	84.52929688	72.28710938
0.797734022	0	84.81900787	72.75647736
0.745738268	0	85.1087265	72.83769226
0.693742514	0	85.3984375	72.91891479
0.641746819	0	85.6881485	73.0001297
0.570089996	0	85.51678467	73.0813446
0.493517965	0	85.23014832	73.16256714
0.416945904	0	84.94351959	73.24378204
0.340373844	0	84.65688324	73.32499695
0.263801783	0	84.37024689	73.40621948
0.187229723	0	84.08361816	73.48743439
0.11065767	0	83.79698181	73.56864929
0.023018323	0	83.30138397	73.64987183
-0.081221946	0	82.49234009	73.69023895
-0.185462222	0	81.6832962	73.56723022
-0.232917964	0	81.04721832	73.44421387
-0.266177595	0	80.45439148	73.32120514
-0.299437195	0	79.86155701	73.19818878
-0.332696825	0	79.26873016	73.07518005
-0.380942166	0	78.67589569	72.9521637
-0.43917802	0	78.08306885	72.82915497
-0.497413874	0	77.49023438	72.70613861
-0.555649698	0	76.54449463	72.58312988
-0.613885522	0	75.59875488	72.46011353
-0.672121406	0	74.65301514	72.3371048
-0.73035723	0	73.70727539	69.77929688
-0.772161305	0	72.76153564	68.58029175
-0.809857428	0	71.8157959	67.26692963
-0.795358062	0	71.32172394	65.44281006
-0.746061683	0	71.12876892	65.23500061
-0.696765244	0	70.9358139	65.02719116
-0.647468805	0	70.74285889	64.81937408
-0.598172426	0	70.54990387	64.61156464
-0.548875988	0	70.35694885	64.36099243
-0.539690673	0	69.98307037	63.93937683
-0.540533066	0	69.56396484	63.51776505
-0.541375458	0	69.14485931	63.09615326
-0.54221791	0	68.72574615	62.67454147
-0.543060303	0	68.30664063	62.25292969
-0.423816055	0	68.80859375	62.35013199
-0.304571778	0	69.31054688	62.4473381
-0.209125042	0	69.8125	62.54454041
-0.129543304	0	70.31445313	62.64174652
-0.049961567	0	70.81640625	62.73894882
0.029620171	0	71.31835938	62.83615494
0.236094639	0	73.00455475	62.93335724
0.347258121	0	74.09606171	63.03056335
0.434593886	0	75.03888702	63.12776566
0.586038232	0	76.62187195	63.22497177
0.686647594	0	77.91892242	63.47430801
0.724874318	0	78.74081421	64.33218384
0.763101041	0	79.56271362	65.19005585
0.801327765	0	80.38460541	66.8125
0.831639588	0	81.20650482	67.9670105
0.830291748	0	82.02839661	69.00933075
0.828943908	0	82.85029602	69.60286713
0.818900108	0	83.55950928	70.99804688
0.774072647	0	83.81799316	72.15694427
0.729245186	0	84.07647705	72.23854828
0.684417725	0	84.33496094	72.32014465
0.639590263	0	84.59344482	72.40174866
0.594762802	0	84.85192871	72.48334503
0.549935341	0	85.1104126	72.56494904
0.470565796	0	84.81274414	72.64655304
0.38256073	0	84.3760376	72.72814941
0.294555664	0	83.93933105	72.80975342
0.206550598	0	83.50262451	72.89134979
0.118545532	0	83.06591797	72.9729538
0.030540466	0	82.62921143	73.0545578
-0.041939985	0	82.15090179	73.10268402
-0.09113352	0	81.61019897	73.1006012
-0.140327051	0	81.06948853	73.09851837
-0.189520583	0	80.52878571	73.09644318
-0.238714114	0	79.98807526	73.09436035
-0.28790766	0	79.44736481	73.09227753
-0.337101191	0	78.90666199	73.0901947
-0.386294723	0	78.36595154	73.08811188
-0.460855097	0	77.5328598	73.08603668
-0.541757226	0	76.62666321	73.08395386
-0.599741638	0	75.72047424	73.08187103
-0.651996613	0	74.81427765	73.07978821
-0.69430542	0	73.90808868	70.29101563
-0.721694946	0	73.00189209	68.33007813
-0.749084473	0	72.09570313	67.1875
-0.727971852	0	71.6384964	66.04492188
-0.706859231	0	71.18128204	65.4380188
-0.68574661	0	70.72407532	64.83111572
-0.664633989	0	70.26686859	64.22420502
-0.634038627	0	69.99578857	63.76025391
-0.597121418	0	69.8487854	63.39160156
-0.560204148	0	69.70178986	63.02294922
-0.523286939	0	69.55478668	62.89179611
-0.486369699	0	69.40779114	62.82001877
-0.44945246	0	69.26079559	62.74824142
-0.41253522	0	69.11379242	62.67646408
-0.375617981	0	68.96679688	62.60468674
-0.267483056	0	69.64300537	62.53290939
-0.159348115	0	70.31921387	62.46113205
-0.0627461	0	70.99542999	62.38935471
0.016556568	0	71.67163849	62.31757736
0.095859237	0	72.34784698	62.24580002
0.175161898	0	73.02405548	62.17402267
0.254464567	0	73.70026398	62.10224533
0.333767235	0	74.3764801	62.31513214
0.413069904	0	75.30744934	62.59918594
0.492372572	0	76.30211639	62.88323593
0.558651745	0	77.29678345	63.16728973
0.616248548	0	78.29144287	63.54882813
0.67384541	0	79.28610992	64.3203125
0.731442273	0	80.28077698	65.47286987
0.789039075	0	81.2754364	66.72070313
0.846635938	0	82.27010345	68.52500153
0.865023792	0	83.0699234	70.10742188
0.857272327	0	83.73984528	70.96842194
0.849520862	0	84.40976715	72.1796875
0.792947769	0	84.63457489	72.23583984
0.703826904	0	84.56264496	72.29199219
0.614706039	0	84.4907074	72.34814453
0.537744641	0	84.41877747	72.40429688
0.479022533	0	84.34684753	72.46044922
0.420300394	0	84.2749176	72.51660156
0.361578256	0	84.20298004	72.57275391
0.302856117	0	84.13105011	72.62890625
0.244133964	0	83.91768646	72.68505859
0.185411826	0	83.4921875	72.74121094
0.126689687	0	83.06668854	72.79736328
0.067967542	0	82.64118195	72.85351563
0.009245403	0	82.21568298	72.85479736
-0.049476739	0	81.79017639	72.8560791
-0.108198881	0	81.36467743	72.85736084
-0.16692102	0	80.93917084	72.85863495
-0.225643158	0	80.51367188	72.85991669
-0.262545973	0	79.8797226	72.86119843
-0.299448818	0	79.24576569	72.86248016
-0.336351633	0	78.61181641	72.8637619
-0.373254448	0	77.97786713	72.86504364
-0.410157293	0	77.34391022	72.86632538
-0.447060108	0	76.70996094	72.86760712
-0.483962923	0	76.07601166	72.86888123
-0.520865738	0	75.44205475	72.52171326
-0.557768583	0	74.80810547	72.08743286
-0.612720072	0	73.977211	71.65314484
-0.694744527	0	72.850914	68.7649765
-0.71120429	0	72.19178009	66.93554688
-0.683954179	0	71.84408569	65.81488037
-0.656704068	0	71.49639893	65.41661835
-0.629454017	0	71.14870453	65.01835632
-0.602203906	0	70.80101776	64.6200943
-0.574953794	0	70.45332336	64.22183228
-0.557807148	0	70.1056366	63.82356644
-0.543186307	0	69.75794983	63.42530441
-0.528565526	0	69.41025543	63.02704239
-0.513944685	0	69.06256866	62.68671799
-0.499323875	0	68.71487427	62.43330002
-0.484703064	0	68.3671875	62.17988205
-0.392110825	0	68.76879883	61.92646408
-0.299518585	0	69.17041016	61.81601715
-0.206926346	0	69.57202148	61.92002106
-0.077332303	0	70.30702972	62.02402496
0.061512183	0	71.1253891	62.12802887
0.146993384	0	71.94374847	62.23203278
0.219133765	0	72.76210785	62.33603668
0.29127413	0	73.58046722	62.44004059
0.42128101	0	74.7177124	62.54404449
0.536929667	0	75.93468475	62.6480484
0.609341085	0	77.1516571	62.75205231
0.681752503	0	78.36862183	63.41573715
0.75416398	0	79.58559418	64.91894531
0.826575398	0	80.8025589	66.42215729
0.898986816	0	82.01953125	68.1484375
0.888870239	0	82.69400787	69.15755463
0.878753662	0	83.36849213	70.16666412
0.868637085	0	84.04296875	71.17578125
0.818070531	0	84.26025391	72.18489838
0.767504036	0	84.47753906	72.4378891
0.716937482	0	84.69482422	72.50185394
0.666370928	0	84.91210938	72.56581879
0.615804374	0	85.12939453	72.62978363
0.552945137	0	85.17341614	72.69374847
0.471646696	0	84.95754242	72.75771332
0.390348285	0	84.74167633	72.82167816
0.309049845	0	84.52580261	72.88564301
0.227751434	0	84.09593964	72.94960785
0.146453008	0	83.52340698	73.01357269
0.06515459	0	82.95088196	73.07753754
-0.010620735	0	82.3783493	73.14150238
-0.078111425	0	81.80582428	73.15364838
-0.145602107	0	81.23329926	73.15283203
-0.213092804	0	80.6607666	73.15201569
-0.252758354	0	80.08824158	73.15120697
-0.292423934	0	79.51570892	73.15039063
-0.332089484	0	78.9431839	73.14957428
-0.371755034	0	78.37065887	73.14876556
-0.411420584	0	77.79812622	73.14794922
-0.451086164	0	77.2256012	73.14713287
-0.497583002	0	76.58371735	73.14632416
-0.571405053	0	75.66442108	73.14550781
-0.638385773	0	74.74511719	73.14469147
-0.678001404	0	73.82581329	69.51367188
-0.717617035	0	72.90651703	68.66105652
-0.726226807	0	72.22265625	67.80844116
-0.727085114	0	71.59765625	66.8515625
-0.72794342	0	70.97265625	65.50521088
-0.701124847	0	70.60635376	64.68968201
-0.65585494	0	70.41252136	64.0942688
-0.610585093	0	70.21868896	63.49885178
-0.565315247	0	70.02485657	63.09082031
-0.5200454	0	69.83102417	62.96386719
-0.474775523	0	69.63719177	62.83691406
-0.429505676	0	69.44335938	62.70996094
-0.384235799	0	69.48665619	62.58300781
-0.338965952	0	69.52994537	62.45605469
-0.293696076	0	69.57324219	62.32910156
-0.248426229	0	69.616539	62.20214844
-0.203156367	0	69.65982819	62.17863083
-0.157886505	0	69.703125	62.3102684
-0.061997551	0	70.50663757	62.44190598
0.033891406	0	71.31015778	62.57353973
0.129780367	0	72.11367035	62.70517731
0.225669309	0	72.91719055	62.83681488
0.321558267	0	73.72070313	62.96845245
0.417447239	0	74.72265625	63.10008621
0.513336182	0	75.72460938	63.23172379
0.670946777	0	77.44498444	63.36336136
0.729990184	0	78.5177536	63.84062576
0.76439184	0	79.42861938	64.54830933
0.798793435	0	80.33948517	65.25598907
0.83319509	0	81.25035858	66.67285156
0.849536896	0	82.04711914	68.30859375
