"%""Heat"	and	Mass	Transfer	"Experiment"""						
"%""Data"	"file"""									
"%""The"	time	is	"15:10:06.59."""							
"%""The"	date	is	"8-30-2005."""							
"%""Sec."	" Volts"""	Volts	Volts	Deg C	Deg C	Deg C	Deg C	kg/h	kg/h	kg/h
"%""Time"	 Cold	 Hot	" Total"""	T1   	T2   	T4   	T5   	Cold	Hot	Total
744	2.82	3.06	2.87	17.8	46.87	39.8	33.09	300.2225672		
746	2.81	2.9	2.86	18.17	46.69	41.43	32.91	299.6920139		
748	2.77	3.03	2.85	17.8	46.87	39.8	33.09	297.5603008		
750	2.81	2.87	2.83	17.8	46.87	40.89	32.91	299.6920139		
752	2.8	3.01	2.9	18.17	46.69	39.62	32.18	299.1605157		
754	2.82	2.99	2.9	17.99	46.87	40.35	33.27	300.2225672		
756	2.8	2.85	2.81	17.8	46.87	40.35	32.91	299.1605157		
758	2.8	3.01	2.91	17.99	46.87	40.35	32.18	299.1605157		
760	2.83	2.98	2.89	17.8	46.87	40.53	33.09	300.7521807		
762	2.83	3.03	2.97	18.36	46.69	39.8	33.45	300.7521807		
764	2.8	2.97	2.96	17.8	46.87	40.71	32.18	299.1605157		
766	2.78	2.99	2.81	17.8	46.87	39.8	32.91	298.0946643		
768	2.78	2.96	2.84	18.36	46.51	39.98	33.27	298.0946643		
770	2.78	3.02	2.84	17.8	46.69	39.8	32.55	298.0946643		
772	2.8	2.98	2.91	18.55	46.51	40.35	32.73	299.1605157		
774	2.8	3	2.66	18.36	46.69	39.08	33.27	299.1605157		
776	2.76	2.98	2.78	17.8	46.69	40.35	32.37	297.0249719		
778	2.81	3	2.9	18.55	46.33	40.35	32.91	299.6920139		
780	2.81	3.01	2.88	18.36	46.51	40.53	33.45	299.6920139		
782	2.82	3.05	3.02	18.36	46.51	39.62	33.45	300.2225672		
784	2.86	2.99	2.92	18.55	46.33	39.44	32.73	302.3354315		
786	2.83	3.09	3.01	18.36	46.51	38.17	33.27	300.7521807		
788	2.84	3.01	2.88	18.36	46.51	39.44	33.27	301.2808593		
790	2.85	2.87	2.97	18.55	46.33	41.07	32.91	301.8086079		
792	2.78	2.95	2.93	18.36	46.69	39.8	33.45	298.0946643		
794	2.78	2.92	2.86	18.55	46.51	40.89	33.45	298.0946643		
796	2.81	2.95	2.9	18.55	46.33	39.26	33.09	299.6920139		
798	2.78	3.01	2.84	17.99	46.51	41.07	33.64	298.0946643		
800	2.76	2.94	2.77	18.36	46.51	40.71	32.91	297.0249719		
802	2.8	2.95	2.88	17.8	46.87	41.8	32.55	299.1605157		
804	2.78	2.98	2.8	18.17	46.69	39.98	33.64	298.0946643		
806	2.81	3.01	2.94	18.36	46.33	39.98	32.91	299.6920139		
808	2.81	2.94	2.89	17.8	46.87	40.71	32.73	299.6920139		
810	2.81	3	2.8	18.36	46.69	40.53	33.27	299.6920139		
812	2.8	2.98	2.75	17.8	46.87	39.62	32.91	299.1605157		
814	2.77	2.97	2.85	17.62	46.87	39.8	32.55	297.5603008		
816	2.8	3	2.84	18.17	46.69	39.44	33.27	299.1605157		
818	2.79	3.01	2.9	17.8	46.87	39.62	32.73	298.6280675		
820	2.8	2.89	2.83	17.62	46.87	40.53	32.55	299.1605157		
822	2.81	3.03	2.75	17.99	46.69	40.71	32.73	299.6920139		
824	2.81	2.94	2.95	17.8	46.87	40.35	32.91	299.6920139		
826	2.81	3.01	2.92	18.36	46.51	40.35	32.91	299.6920139		
828	2.79	3.02	2.82	17.99	46.69	39.08	32.55	298.6280675		
830	2.82	3	2.89	17.8	46.87	39.62	33.09	300.2225672		
832	2.85	3.04	2.83	18.36	46.51	40.53	32.73	301.8086079		
834	2.84	3.04	2.9	17.99	46.69	40.71	32.73	301.2808593		
836	2.85	3.05	2.71	18.55	46.33	40.89	33.64	301.8086079		
838	2.83	2.97	2.88	18.55	46.51	40.71	32.91	300.7521807		
840	2.86	3.06	2.87	18.17	46.69	39.08	32.73	302.3354315		
842	2.79	3	2.95	18.55	46.33	40.35	33.45	298.6280675		
844	2.83	3.04	2.84	18.55	46.51	39.26	32.73	300.7521807		
846	2.81	3.05	2.82	18.17	46.51	39.8	32.91	299.6920139		
848	2.81	2.89	2.9	18.55	46.33	39.62	33.82	299.6920139		
850	2.81	2.95	2.9	18.55	46.33	40.53	32.91	299.6920139		
852	2.81	2.9	2.89	18.36	46.69	40.71	32.91	299.6920139		
854	2.76	3.02	2.82	18.17	46.51	39.62	34	297.0249719		
856	2.77	2.96	2.84	17.8	46.69	39.44	33.45	297.5603008		
858	2.83	2.98	2.66	18.36	46.51	40.71	32.91	300.7521807		
860	2.79	3.06	2.84	18.55	46.33	40.53	33.64	298.6280675		
862	2.79	3.02	2.71	17.8	46.87	38.71	33.45	298.6280675		
864	2.8	2.99	3	18.17	46.69	40.16	32.91	299.1605157		
866	2.78	2.89	3.03	17.62	46.87	39.44	32.55	298.0946643		
868	2.8	2.98	2.79	17.8	46.69	40.89	33.64	299.1605157		
870	2.79	2.98	2.78	18.36	46.51	39.8	33.27	298.6280675		
872	2.77	2.93	2.79	17.8	46.87	39.62	32.18	297.5603008		
874	2.81	2.93	2.71	17.99	46.69	39.44	33.45	299.6920139		
876	2.74	3	2.62	17.99	46.69	39.44	33.27	295.9513968		
878	2.77	2.97	2.82	17.8	46.87	39.8	32.37	297.5603008		
880	2.76	2.99	2.82	17.8	46.69	38.35	32.18	297.0249719		
882	2.73	2.95	2.8	17.8	46.69	39.8	32.73	295.4131399		
884	2.74	2.95	2.85	17.8	46.87	39.26	33.09	295.9513968		
886	2.77	2.98	2.88	18.17	46.69	39.98	32.91	297.5603008		
888	2.76	2.96	2.65	17.99	46.69	41.07	32.18	297.0249719		
890	2.8	2.95	2.9	18.55	46.51	40.89	32.73	299.1605157		
892	2.81	2.95	2.99	17.99	46.69	40.53	33.09	299.6920139		
894	2.84	3.03	2.9	17.8	46.69	39.8	32.55	301.2808593		
896	2.83	2.87	3.03	18.55	46.33	40.89	32.73	300.7521807		
898	2.86	3.05	2.98	18.17	46.69	40.53	32.73	302.3354315		
900	2.81	3.02	2.87	18.55	46.33	39.62	32.91	299.6920139		
902	2.85	3.06	3	18.55	46.33	39.26	33.64	301.8086079		
904	2.84	3.06	2.89	18.17	46.51	39.26	32.73	301.2808593		
906	2.81	2.88	2.74	18.55	46.33	38.53	32.91	299.6920139		
908	2.83	3.04	2.83	18.55	46.33	40.53	32.91	300.7521807		
910	2.82	3.02	2.92	18.36	46.51	41.61	33.09	300.2225672		
912	2.82	2.85	2.76	18.73	46.33	39.8	33.64	300.2225672		
914	2.83	3.01	2.8	18.36	46.51	39.8	33.09	300.7521807		
916	2.8	2.97	2.87	18.36	46.51	39.08	33.09	299.1605157		
918	2.8	3.01	2.71	18.55	46.33	39.26	32.73	299.1605157		
920	2.79	2.96	3.01	17.99	46.69	39.62	32.73	298.6280675		
922	2.8	3	2.87	18.36	46.33	41.25	33.45	299.1605157		
924	2.78	3	2.79	18.55	46.33	40.35	33.64	298.0946643		
926	2.81	2.91	2.91	17.8	46.69	39.08	33.64	299.6920139		
928	2.83	3.04	2.89	18.36	46.33	39.44	32.91	300.7521807		
930	2.79	3.02	2.86	17.62	46.69	39.98	32.73	298.6280675		
932	2.8	3	2.83	17.8	46.69	38.53	32.55	299.1605157		
934	2.84	2.94	2.84	18.55	46.33	40.53	32	301.2808593		
936	2.85	2.97	2.83	17.8	46.69	39.62	33.09	301.8086079		
938	2.8	3.04	2.87	17.8	46.69	40.89	33.27	299.1605157		
940	2.79	2.92	2.94	17.99	46.69	40.35	33.27	298.6280675		
942	2.78	3	2.97	17.8	46.69	39.08	32.55	298.0946643		
944	2.75	3	2.85	18.36	46.33	39.62	33.09	296.4886723		
946	2.75	2.93	2.77	17.99	46.69	40.35	31.82	296.4886723		
948	2.79	2.81	2.7	17.8	46.69	39.98	32	298.6280675		
950	2.7	2.95	2.67	18.36	46.33	39.08	32.37	293.7924271		
952	2.59	2.81	2.71	17.99	46.51	39.26	32.55	287.7713886		
954	2.57	2.75	2.78	18.55	46.15	39.62	33.09	286.6630077		
956	2.65	2.76	2.66	18.55	46.15	39.44	33.45	291.0710988		
958	2.75	2.91	2.84	17.99	46.51	39.98	33.09	296.4886723		
960	2.76	2.94	2.9	18.36	46.15	39.62	33.45	297.0249719		
962	2.81	2.93	2.84	18.55	46.15	38.71	32.91	299.6920139		
964	2.84	3	2.86	18.36	46.33	38.35	33.27	301.2808593		
966	2.76	3.01	2.71	18.55	46.33	39.44	32.91	297.0249719		
968	2.8	2.97	2.73	18.55	46.15	39.44	32.18	299.1605157		
970	2.79	2.86	2.77	18.17	46.33	40.16	32.55	298.6280675		
972	2.81	2.99	2.92	18.55	46.33	40.71	33.09	299.6920139		
974	2.82	3.08	2.92	17.99	46.69	39.44	32.55	300.2225672		
976	2.82	2.82	2.65	18.17	46.33	40.71	33.45	300.2225672		
978	2.77	3	2.76	18.55	46.15	40.35	33.64	297.5603008		
980	2.85	2.97	2.91	17.99	46.51	40.35	33.64	301.8086079		
982	2.83	3.04	2.89	18.36	46.33	39.08	34.18	300.7521807		
984	2.81	2.92	2.91	17.62	46.69	40.71	33.45	299.6920139		
986	2.79	3.03	2.82	17.99	46.51	39.26	33.27	298.6280675		
988	2.82	3	2.9	18.36	46.33	38.53	33.09	300.2225672		
990	2.83	3.03	2.91	17.62	46.69	39.62	32.73	300.7521807		
992	2.83	2.99	2.94	17.8	46.69	40.16	32.73	300.7521807		
994	2.82	2.85	2.99	17.99	46.69	40.16	32.73	300.2225672		
996	2.78	3.03	3	17.8	46.69	39.8	32.73	298.0946643		
998	2.83	3.03	2.88	17.8	46.51	39.44	32.55	300.7521807		
2.85	3.04	2.93	17.99	46.69	38.53	32.18		311.6653987		
2.83	2.86	2.68	17.8	46.69	39.44	32.18		302.3354315		
2.86	2.97	2.86	18.17	46.51	39.8	32.18		308.0707931		
2.83	2.93	2.94	17.99	46.69	38.71	31.82		305.9976965		
2.83	3.07	2.9	18.55	46.15	39.98	32.91		313.1932639		
2.84	3.05	2.99	18.17	46.51	38.35	32.37		312.1755213		
2.83	3.05	2.84	17.99	46.69	40.53	32		312.1755213		
2.83	2.96	2.91	18.55	46.33	39.08	32.91		307.5538344		
2.83	3.03	2.86	17.99	46.51	38.53	32		311.1544364		
2.79	3.02	2.93	18.55	46.15	37.63	33.45		310.6426302		
2.83	3.05	2.79	18.55	46.33	39.44	32.91		312.1755213		
2.81	2.93	2.35	17.99	46.51	39.8	32.37		305.9976965		
2.79	2.93	2.9	18.73	46.15	39.44	33.45		305.9976965		
2.77	2.9	2.78	18.55	46.33	40.71	32.73		304.4335713		
2.76	2.99	2.71	18.36	46.33	39.98	33.09		309.1021063		
2.78	3	2.82	18.55	46.15	39.8	32.91		309.6164694		
2.8	3.01	2.88	18.55	46.15	39.62	32.55		310.1299759		
2.76	3	2.89	18.36	46.33	40.35	33.09		309.6164694		
2.79	2.97	2.84	18.55	46.33	39.62	32.91		308.0707931		
2.82	2.95	2.84	17.8	46.69	39.62	32.73		307.0360017		
2.79	2.99	2.81	18.36	46.51	40.16	32.91		309.1021063		
2.8	2.93	2.85	18.36	46.33	40.35	32.91		305.9976965		
2.8	3	2.89	17.8	46.69	39.98	32.37		309.6164694		
2.81	2.99	2.9	18.36	46.51	41.43	32.73		309.1021063		
2.78	2.93	2.82	17.8	46.69	41.07	32.18		305.9976965		
2.81	3	2.79	17.8	46.69	39.62	32.37		309.6164694		
2.85	3.02	2.82	18.17	46.51	38.89	31.82		310.6426302		
2.83	3.02	2.92	17.8	46.69	39.26	32.37		310.6426302		
2.81	3.01	2.95	17.8	46.69	40.35	32.55		310.1299759		
2.78	2.89	2.89	17.8	46.69	39.62	32.18		303.9104		
2.78	2.97	2.87	17.8	46.69	38.53	32.73		308.0707931		
2.75	2.95	2.84	17.99	46.51	40.53	32.37		307.0360017		
2.77	2.91	2.96	17.8	46.69	38.71	32.73		304.9558415		
2.77	2.95	2.83	17.8	46.69	39.8	32.91		307.0360017		
2.74	2.96	2.78	17.99	46.69	39.8	32.18		307.5538344		
2.74	2.97	2.76	17.62	46.69	38.89	32.73		308.0707931		
2.77	3.02	2.86	18.36	46.33	39.08	32.73		310.6426302		
2.77	2.97	2.92	17.99	46.51	39.26	32.91		308.0707931		
2.77	3.01	2.88	17.99	46.69	40.71	32.55		310.1299759		
2.76	3	2.95	18.36	46.33	40.71	32.91		309.6164694		
2.72	2.86	2.82	17.99	46.69	39.08	32.91		302.3354315		
2.74	2.93	2.88	18.55	46.15	38.89	32.73		305.9976965		
2.72	2.92	2.95	18.36	46.51	40.35	32.55		305.477215		
2.72	2.95	2.89	17.99	46.69	39.44	32.73		307.0360017		
2.74	2.97	2.7	18.55	46.15	39.8	32.73		308.0707931		
2.68	2.97	2.67	18.17	46.51	39.44	32.55		308.0707931		
2.67	2.95	2.75	18.36	46.33	38.71	32.91		307.0360017		
2.66	2.94	2.82	18.55	46.15	40.53	32.73		306.5172905		
2.66	2.92	2.86	18.17	46.51	39.98	32.55		305.477215		
2.68	2.96	2.88	18.36	46.33	39.8	32.91		307.5538344		
2.69	2.81	2.84	18.73	46.15	39.8	32.55		299.6920139		
2.7	2.95	2.91	18.17	46.33	39.8	33.27		307.0360017		
2.74	3.03	2.97	18.36	46.33	39.98	33.09		311.1544364		
2.77	2.98	2.89	18.55	46.15	40.89	32.91		308.5868823		
2.77	2.93	2.85	18.17	46.51	39.8	33.45		305.9976965		
2.8	2.99	2.91	18.36	46.33	39.8	33.27		309.1021063		
2.74	2.91	2.93	17.62	46.69	40.16	33.27		304.9558415		
2.75	2.89	2.97	17.99	46.51	38.71	33.64		303.9104		
2.75	2.94	2.68	18.17	46.33	39.26	32.91		306.5172905		
2.74	3	2.83	17.62	46.69	40.71	33.09		309.6164694		
2.78	3.02	2.81	17.99	46.69	40.71	33.45		310.6426302		
2.74	2.96	2.86	17.8	46.69	39.98	32.18		307.5538344		
2.79	3	2.69	17.62	46.69	39.44	32.37		309.6164694		
2.8	2.97	2.89	18.36	46.51	39.98	32		308.0707931		
2.78	2.85	2.78	17.99	46.69	38.71	32		301.8086079		
2.76	3.05	2.9	17.99	46.51	39.26	32		312.1755213		
2.79	3.04	2.86	18.55	46.15	39.08	33.09		311.6653987		
2.79	2.96	2.98	18.55	46.15	39.8	33.09		307.5538344		
2.77	2.98	2.89	17.8	46.69	40.35	33.27		308.5868823		
2.76	2.94	2.78	18.17	46.51	40.35	33.45		306.5172905		
2.76	2.84	2.79	18.17	46.33	40.53	33.09		301.2808593		
2.75	2.91	2.81	17.8	46.69	39.98	33.09		304.9558415		
2.74	2.9	2.87	17.62	46.69	40.53	33.27		304.4335713		
2.79	2.82	2.85	18.55	46.15	40.53	33.27		300.2225672		
2.79	2.98	2.58	18.36	46.33	40.53	33.45		308.5868823		
2.78	2.94	2.84	18.17	46.51	39.98	33.27		306.5172905		
2.8	2.99	2.84	18.36	46.15	40.53	33.09		309.1021063		
2.82	2.98	2.83	18.55	46.15	39.8	33.09		308.5868823		
2.76	2.86	2.84	18.17	46.51	40.53	32.55		302.3354315		
2.76	2.96	2.75	18.17	46.33	39.26	32.73		307.5538344		
2.77	2.93	2.88	18.17	46.15	39.62	32.91		305.9976965		
2.78	2.91	2.57	17.62	46.69	39.8	33.09		304.9558415		
2.8	3.02	2.89	17.8	46.69	39.08	33.09		310.6426302		
2.77	3.01	2.89	17.99	46.51	39.98	33.45		310.1299759		
2.8	2.99	2.78	17.99	46.51	39.44	33.27		309.1021063		
2.8	2.99	2.93	17.62	46.69	40.16	33.45		309.1021063		
2.81	3.02	2.89	18.55	46.15	39.26	33.09		310.6426302		
2.79	3	2.81	18.17	46.33	39.8	32.91		309.6164694		
2.78	3	2.81	18.36	46.15	40.16	32.73		309.6164694		
2.79	2.88	2.82	18.55	46.15	39.44	32.73		303.3863227		
2.8	2.94	2.88	18.73	46.69	39.98	33.45		306.5172905		
2.8	2.98	1.81	17.99	46.33	40.35	33.64		308.5868823		
2.82	3.04	2.92	18.36	46.33	39.08	33.82		311.6653987		
2.78	3.01	2.86	17.8	46.69	39.26	32.73		310.1299759		
2.79	2.98	2.84	17.62	46.69	39.08	32.55		308.5868823		
2.76	2.95	2.72	17.99	46.51	38.17	32.55		307.0360017		
2.78	2.98	2.73	17.99	46.51	40.16	32.73		308.5868823		
2.79	2.99	2.91	17.99	46.69	39.44	33.09		309.1021063		
2.85	3.03	2.97	18.36	46.15	39.8	32.91		311.1544364		
2.82	2.97	2.76	18.17	46.51	40.53	32.55		308.0707931		
2.8	2.79	2.85	18.36	46.15	39.26	33.09		298.6280675		
2.75	3	2.67	18.55	46.15	39.44	33.45		309.6164694		
2.81	3.01	2.56	18.55	46.15	39.26	33.27		310.1299759		
2.76	2.96	2.77	18.36	46.33	39.8	32.91		307.5538344		
2.75	2.91	2.84	18.55	46.15	40.71	32.91		304.9558415		
2.61	2.86	2.73	17.62	46.69	40.16	32.55		302.3354315		
2.61	2.8	2.56	18.17	46.51	38.35	33.27		299.1605157		
2.62	2.79	2.62	18.36	46.33	40.35	33.45		298.6280675		
2.68	2.78	2.62	17.62	46.69	39.98	32.37		298.0946643		
2.67	2.89	2.7	17.8	46.69	39.62	32.73		303.9104		
2.78	3.01	2.94	17.99	46.51	39.98	32		310.1299759		
2.8	3.04	2.98	17.8	46.69	38.17	32.73		311.6653987		
2.77	2.94	2.93	17.62	46.69	39.26	33.27		306.5172905		
2.76	2.89	2.83	18.55	46.15	39.8	32.55		303.9104		
2.79	2.93	2.69	18.17	46.51	39.44	32.37		305.9976965		
2.78	2.88	2.81	18.36	46.15	38.53	33.27		303.3863227		
2.77	2.96	2.7	18.55	46.15	39.8	33.27		307.5538344		
2.74	2.94	2.86	18.55	46.33	40.35	33.45		306.5172905		
2.76	2.87	2.82	18.36	46.15	40.16	33.27		302.8613348		
2.74	2.93	2.83	18.36	46.15	41.07	32.91		305.9976965		
2.76	2.96	2.81	17.8	46.51	41.25	32.73		307.5538344		
2.79	2.93	2.92	18.17	46.33	40.35	32.91		305.9976965		
2.83	3	2.79	18.36	46.51	39.44	33.09		309.6164694		
2.82	2.91	2.91	17.62	46.69	40.16	32.91		304.9558415		
2.82	3.05	2.91	17.8	46.51	40.35	33.27		312.1755213		
2.8	3.01	2.9	17.99	46.51	40.53	31.82		310.1299759		
2.77	2.97	2.93	17.8	46.69	40.35	32.18		308.0707931		
2.78	2.85	2.79	18.55	45.97	39.62	33.45		301.8086079		
2.76	2.92	2.8	18.36	46.33	38.71	33.45		305.477215		
2.74	2.87	2.82	17.99	46.51	39.08	32.73		302.8613348		
2.74	2.95	2.75	18.55	46.15	39.98	32.73		307.0360017		
2.8	2.97	2.9	18.73	46.15	39.8	32.73		308.0707931		
2.76	2.89	2.93	18.17	46.33	40.71	33.64		303.9104		
2.81	2.97	2.84	18.55	46.15	38.71	33.82		308.0707931		
2.83	3	2.89	18.55	46.15	39.26	32.91		309.6164694		
2.78	3.01	2.9	18.17	46.51	39.62	33.09		310.1299759		
2.79	2.86	2.91	18.17	46.33	38.53	33.45		302.3354315		
2.81	2.99	2.85	17.8	46.69	39.62	32.91		309.1021063		
2.76	3	2.85	17.8	46.69	39.98	32.37		309.6164694		
2.81	2.91	2.79	18.17	46.51	41.07	32.73		304.9558415		
2.82	2.97	2.85	17.8	46.69	40.35	33.09		308.0707931		
2.82	3.02	2.94	17.8	46.69	39.8	33.27		310.6426302		
2.79	3.01	2.91	18.36	46.33	39.44	32.18		310.1299759		
2.77	3.05	2.87	17.8	46.51	39.44	32		312.1755213		
2.8	3.04	2.92	17.8	46.69	39.8	33.64		311.6653987		
2.87	3.04	2.82	18.36	46.15	39.08	33.45		311.6653987		
2.83	3.01	2.9	18.17	46.51	41.07	32.91		310.1299759		
2.83	3.07	2.67	18.55	46.15	40.71	33.09		313.1932639		
2.81	3.01	2.89	18.55	46.15	39.44	32.91		310.1299759		
2.8	2.98	2.91	18.17	46.51	38.35	33.64		308.5868823		
2.82	3.04	2.74	18.55	46.15	40.71	33.64		311.6653987		
2.82	3.01	2.81	18.55	46.15	39.98	32.91		310.1299759		
2.83	2.97	2.71	18.17	46.33	40.89	32.91		308.0707931		
2.84	3	2.92	18.55	46.15	39.98	33.45		309.6164694		
2.81	3.04	2.91	17.8	46.69	40.16	32.91		311.6653987		
2.83	3.04	2.99	17.8	46.51	39.98	32.91		311.6653987		
2.83	3.04	2.95	18.36	46.33	39.08	32.73		311.6653987		
2.87	3.04	2.92	17.99	46.51	40.53	32.73		311.6653987		
2.84	3.02	2.87	17.8	46.69	40.53	32.91		310.6426302		
2.84	3.02	2.92	18.17	46.33	39.62	32.91		310.6426302		
2.83	3.06	2.8	17.99	46.51	39.62	32.37		312.6848083		
2.83	3.01	2.88	17.62	46.51	39.08	32.18		310.1299759		
2.79	2.99	2.88	18.55	45.97	39.26	33.09		309.1021063		
2.79	2.91	2.99	18.17	46.33	39.98	33.27		304.9558415		
2.78	2.91	2.91	18.36	46.15	40.35	33.45		304.9558415		
2.77	2.89	2.85	18.55	45.97	37.99	32.91		303.9104		
2.77	2.95	2.76	18.55	46.15	39.62	32		307.0360017		
2.81	2.95	2.98	18.36	46.15	40.35	33.45		307.0360017		
2.82	3.01	2.8	18.36	45.97	39.8	33.64		310.1299759		
2.81	2.99	2.85	17.8	46.51	40.16	32.91		309.1021063		
2.75	2.99	3	18.36	46.15	40.53	32.55		309.1021063		
2.84	2.97	2.7	18.55	46.15	39.8	32.73		308.0707931		
2.8	3	2.94	17.8	46.51	40.16	33.27		309.6164694		
2.83	2.99	2.92	18.17	46.33	40.35	33.45		309.1021063		
2.84	2.94	2.91	17.8	46.51	40.16	32		306.5172905		
2.85	3.03	2.75	17.43	46.51	40.71	32.73		311.1544364		
2.81	3.06	2.96	17.99	46.33	38.71	33.09		312.6848083		
2.85	3.07	2.97	17.8	46.51	38.71	32.73		313.1932639		
2.81	2.95	2.86	17.62	46.51	39.62	32.73		307.0360017		
2.81	2.96	2.63	18.17	46.33	39.08	32.91		307.5538344		
2.79	2.97	2.85	17.99	46.51	40.16	33.09		308.0707931		
2.79	3.01	2.92	17.8	45.97	39.62	33.09		310.1299759		
2.79	3.01	2.89	18.36	46.15	38.89	32.18		310.1299759		
2.8	3.01	2.87	17.99	46.33	39.44	32.18		310.1299759		
2.8	2.97	2.83	18.55	45.97	39.62	33.64		308.0707931		
2.81	3.02	2.87	18.36	45.97	39.26	33.09		310.6426302		
2.78	2.99	2.86	18.17	46.15	38.89	32.18		309.1021063		
2.8	3.01	2.81	18.36	45.97	39.08	33.09		310.1299759		
2.79	2.98	2.89	18.36	45.97	38.35	33.64		308.5868823		
2.79	2.97	2.94	17.99	46.33	38.89	33.09		308.0707931		
2.8	2.93	2.95	18.17	46.15	39.62	32.91		305.9976965		
2.79	2.96	2.89	17.62	46.51	39.26	32.73		307.5538344		
2.78	2.97	2.93	17.8	46.33	39.8	33.09		308.0707931		
2.8	3.06	2.91	18.36	46.15	39.62	33.45		312.6848083		
2.81	2.97	2.66	17.8	46.51	39.8	32.18		308.0707931		
2.83	3.01	2.83	17.62	46.51	40.35	32.37		310.1299759		
2.8	2.99	2.76	17.99	46.33	39.08	33.27		309.1021063		
2.79	3	3.09	17.8	46.33	40.53	33.09		309.6164694		
2.79	3	2.81	17.8	46.51	39.8	32.37		309.6164694		
2.82	3.04	2.92	17.99	46.15	39.44	32.18		311.6653987		
2.8	3.03	2.66	17.99	46.33	39.8	32.73		311.1544364		
2.85	3.01	2.8	18.55	45.97	40.16	33.45		310.1299759		
2.82	3.04	2.9	18.36	46.15	39.26	32.37		311.6653987		
2.78	2.84	3.05	17.99	46.33	39.62	32.18		301.2808593		
2.76	2.88	2.81	18.55	45.97	40.16	33.64		303.3863227		
2.77	2.95	2.85	18.36	45.97	39.26	33.27		307.0360017		
2.74	2.89	2.67	18.36	45.97	39.44	32.55		303.9104		
2.75	2.83	2.86	18.36	45.97	39.62	32.91		300.7521807		
2.74	2.92	2.76	18.36	45.97	41.07	33.27		305.477215		
2.76	2.87	2.81	18.36	45.97	39.98	32.91		302.8613348		
2.77	2.93	2.81	18.17	45.97	39.44	32.37		305.9976965		
2.74	2.95	2.71	17.62	46.33	39.8	33.09		307.0360017		
2.76	2.86	2.74	18.17	46.15	40.53	33.82		302.3354315		
2.75	2.92	2.75	17.62	46.33	40.16	31.82		305.477215		
2.75	2.84	2.87	17.62	46.33	39.98	32.91		301.2808593		
2.75	2.92	2.75	17.99	46.15	40.16	33.09		305.477215		
2.71	2.81	2.25	17.8	46.33	39.8	31.82		299.6920139		
2.77	2.85	2.81	17.62	46.33	40.71	32.55		301.8086079		
2.77	2.96	2.91	18.17	45.97	39.44	33.09		307.5538344		
2.79	2.84	2.86	17.8	46.33	39.62	32.18		301.2808593		
2.81	2.97	2.83	17.8	46.33	39.44	32.18		308.0707931		
2.82	3.02	2.73	18.36	45.97	39.44	33.09		310.6426302		
2.8	2.79	2.86	17.99	46.15	39.62	32.55		298.6280675		
2.79	3	2.68	18.36	45.79	39.8	33.64		309.6164694		
2.78	2.97	2.74	18.55	45.97	38.53	33.09		308.0707931		
2.74	2.99	2.93	18.17	46.15	39.44	32.37		309.1021063		
2.75	2.91	2.74	18.55	45.97	39.44	33.64		304.9558415		
2.77	2.92	2.75	18.55	45.79	39.8	33.45		305.477215		
2.8	2.99	3.03	18.36	45.97	39.08	32.55		309.1021063		
2.76	2.95	2.86	18.55	45.79	38.71	33.45		307.0360017		
2.74	2.96	2.92	18.73	45.79	39.26	33.09		307.5538344		
2.73	2.89	2.87	18.36	45.97	39.44	32.91		303.9104		
2.73	2.58	2.79	18.55	45.79	39.08	33.45		287.2177352		
2.74	2.94	2.83	17.99	46.33	39.26	32.55		306.5172905		
2.79	3	2.69	18.36	45.97	39.08	33.45		309.6164694		
2.81	2.97	2.82	18.55	45.97	39.26	31.82		308.0707931		
2.79	2.73	2.88	17.8	46.15	39.8	33.09		295.4131399		
2.78	2.87	2.81	18.17	45.97	39.8	33.27		302.8613348		
2.76	2.83	2.8	17.8	46.33	40.16	32.37		300.7521807		
2.78	2.97	2.92	17.8	46.33	39.44	33.27		308.0707931		
2.8	2.96	2.73	17.99	46.15	39.8	32		307.5538344		
2.76	2.91	2.87	17.99	46.15	39.44	33.09		304.9558415		
2.75	2.98	2.69	17.8	46.33	39.44	32		308.5868823		
2.76	2.92	2.82	18.36	45.97	39.8	33.27		305.477215		
2.74	2.92	2.79	18.17	46.15	39.8	32.18		305.477215		
2.74	2.92	2.74	18.73	45.79	38.35	33.64		305.477215		
2.73	2.95	2.83	18.73	45.79	39.26	32.55		307.0360017		
2.75	2.94	2.81	18.17	45.97	39.62	32.73		306.5172905		
2.76	2.96	2.73	18.55	45.79	39.62	32.91		307.5538344		
2.72	2.95	2.7	18.55	45.79	38.89	33.09		307.0360017		
2.73	2.98	2.82	18.17	45.97	38.53	32.55		308.5868823		
2.77	2.97	2.82	18.36	45.79	39.08	33.27		308.0707931		
2.78	2.97	2.81	18.55	45.79	40.71	33.27		308.0707931		
2.82	2.98	2.91	17.99	45.79	40.35	33.09		308.5868823		
2.8	2.88	2.84	18.36	45.97	40.53	33.09		303.3863227		
2.83	3	2.84	17.62	46.15	39.08	33.09		309.6164694		
2.8	2.94	2.93	17.8	46.15	39.98	32.55		306.5172905		
2.83	3	3.01	18.17	45.97	38.53	32.91		309.6164694		
2.81	2.94	2.89	17.62	46.33	40.35	32.18		306.5172905		
2.8	2.95	2.89	17.8	46.15	39.62	33.27		307.0360017		
2.76	2.97	2.89	17.8	46.15	39.62	31.82		308.0707931		
2.79	3.03	2.82	17.62	46.33	40.16	33.09		311.1544364		
