"%""Heat"	and	Mass	Transfer	"Experiment"""						
"%""Data"	"file"""									
"%""The"	time	is	"15:10:06.59."""							
"%""The"	date	is	"8-30-2005."""							
"%""Sec."	" Volts"""	Volts	Volts	Deg C	Deg C	Deg C	Deg C	kg/h	kg/h	kg/h
"%""Time"	 Cold	 Hot	" Total"""	T1   	T2   	T4   	T5   	Cold	Hot	Total
2.81	2.93	2.84	18.17	48.69	40.89	34.18		305.9976965		
2.79	3.02	2.88	18.36	48.51	43.25	34.72		310.6426302		
2.81	3.02	2.92	18.36	48.69	42.7	34.54		310.6426302		
2.8	3.05	2.9	18.36	48.69	42.34	34.72		312.1755213		
2.82	3.03	2.85	18.55	48.51	40.89	34		311.1544364		
2.82	3.02	2.67	18.17	48.87	41.98	33.64		310.6426302		
2.81	3.07	2.89	18.17	48.69	41.98	34		313.1932639		
2.85	3.03	2.95	17.62	49.05	41.8	33.82		311.1544364		
2.81	2.97	2.8	18.17	48.87	42.16	35.09		308.0707931		
2.79	3.05	2.95	18.36	48.69	41.8	34		312.1755213		
2.78	2.97	2.73	17.8	49.05	40.89	34		308.0707931		
2.79	3.02	2.83	18.17	48.87	41.98	34.18		310.6426302		
2.78	3.02	2.85	17.43	49.23	39.62	33.45		310.6426302		
2.77	3.01	2.69	18.17	49.05	42.88	34.54		310.1299759		
2.79	2.95	2.93	18.17	48.87	42.16	34.91		307.0360017		
2.8	2.9	2.73	17.62	49.23	41.98	34.36		304.4335713		
2.84	2.91	2.87	18.17	49.05	41.07	34.18		304.9558415		
2.83	3.01	2.87	17.62	49.23	42.16	33.64		310.1299759		
2.79	3.02	2.93	17.43	49.23	42.7	33.64		310.6426302		
2.8	2.97	2.9	18.17	49.05	42.34	34.36		308.0707931		
2.74	2.97	3	17.62	49.41	42.7	34		308.0707931		
2.72	2.92	2.79	17.8	49.23	42.7	34.54		305.477215		
2.72	2.94	2.71	17.8	49.23	41.8	34.36		306.5172905		
2.8	2.99	2.88	17.43	49.41	41.43	34.18		309.1021063		
2.79	3.06	2.79	17.8	49.23	42.7	33.64		312.6848083		
2.76	3.01	2.83	17.8	49.23	42.88	33.64		310.1299759		
2.75	2.92	2.86	17.43	49.41	41.61	33.45		305.477215		
2.76	3.03	2.71	18.17	49.05	41.25	33.64		311.1544364		
2.78	2.98	2.71	17.8	49.41	41.98	33.82		308.5868823		
2.77	3.03	2.85	17.8	49.41	42.88	34.54		311.1544364		
2.77	3.06	2.87	18.36	49.23	43.07	34.72		312.6848083		
2.78	2.89	2.91	17.8	49.41	41.61	34.36		303.9104		
2.8	2.93	3.01	18.36	49.05	41.61	35.09		305.9976965		
2.75	2.95	2.82	17.99	49.23	41.07	34.18		307.0360017		
2.76	2.97	2.75	17.8	49.05	40.89	35.09		308.0707931		
2.73	2.88	2.76	18.36	49.05	40.89	34		303.3863227		
2.7	2.85	2.82	17.99	49.41	41.43	33.45		301.8086079		
2.72	2.91	2.7	18.36	49.23	41.98	34.54		304.9558415		
2.76	2.93	2.79	18.55	49.23	42.16	34.36		305.9976965		
2.75	2.87	2.74	18.36	49.23	42.16	34.72		302.8613348		
2.81	2.94	2.64	18.36	49.23	41.8	34.91		306.5172905		
2.75	2.82	2.77	18.36	49.23	41.25	35.09		300.2225672		
2.75	2.86	2.92	18.17	49.41	42.88	35.45		302.3354315		
2.66	2.95	2.72	18.55	49.23	41.61	35.09		307.0360017		
2.77	2.95	2.86	17.8	49.59	41.98	34.72		307.0360017		
2.76	3	2.77	18.17	49.41	42.88	34.18		309.6164694		
2.76	3.02	2.94	18.36	49.23	43.25	34.36		310.6426302		
2.79	2.85	2.88	17.99	49.59	41.25	33.82		301.8086079		
2.79	3.04	2.72	18.17	49.41	43.07	34		311.6653987		
2.81	2.83	2.71	17.62	49.59	41.8	33.45		300.7521807		
2.76	2.99	2.89	17.62	49.59	42.88	34.36		309.1021063		
2.74	3	2.83	18.17	49.59	41.07	35.09		309.6164694		
2.75	3.01	2.89	17.8	49.59	42.52	33.82		310.1299759		
2.76	2.99	2.75	17.62	49.78	42.34	34.91		309.1021063		
2.75	2.97	2.83	17.8	49.59	40.89	34.54		308.0707931		
2.75	2.98	2.82	17.62	49.78	41.8	34.72		308.5868823		
2.75	2.9	2.86	17.8	49.78	42.7	34.91		304.4335713		
2.72	2.96	2.63	17.99	49.59	42.52	34.91		307.5538344		
2.76	2.82	2.72	17.62	49.78	41.98	34		300.2225672		
2.73	2.97	2.83	18.36	49.59	42.52	34.72		308.0707931		
2.73	2.94	2.88	17.99	49.78	41.61	33.82		306.5172905		
2.75	2.88	2.91	17.62	49.96	41.61	34.54		303.3863227		
2.75	2.96	2.85	18.17	49.59	42.52	33.64		307.5538344		
2.79	2.99	2.8	17.8	49.78	40.89	34		309.1021063		
2.81	3.06	2.73	18.55	49.59	43.07	33.82		312.6848083		
2.77	3.08	2.9	17.8	49.78	42.52	34		313.700892		
2.81	3.05	2.86	18.36	49.59	41.61	34.91		312.1755213		
2.75	2.79	2.81	17.99	49.78	41.43	34.36		298.6280675		
2.76	2.97	2.82	17.62	49.96	42.7	34.91		308.0707931		
2.81	3.06	2.72	18.36	49.59	41.07	34.91		312.6848083		
2.77	3.02	2.72	17.8	49.96	41.98	34.54		310.6426302		
2.8	3.03	2.79	18.55	49.59	41.61	35.45		311.1544364		
2.79	3.07	2.89	17.99	49.96	42.16	34.54		313.1932639		
2.81	3	2.95	17.8	49.96	41.98	33.64		309.6164694		
2.78	3.07	2.74	18.36	49.59	40.89	34		313.1932639		
2.81	3.05	2.84	17.99	49.96	42.88	34		312.1755213		
2.79	3.08	2.66	18.36	49.59	42.34	34.54		313.700892		
2.78	2.95	2.7	18.36	49.78	40.35	34.54		307.0360017		
2.74	3	2.84	17.8	50.14	42.52	34.54		309.6164694		
2.76	3.01	2.81	18.55	49.59	42.7	35.09		310.1299759		
2.74	2.93	2.69	18.17	49.96	41.07	35.09		305.9976965		
2.75	2.97	2.86	18.36	49.59	42.34	35.45		308.0707931		
2.79	3.01	2.81	18.55	49.78	42.7	34.91		310.1299759		
2.82	2.9	2.83	17.8	50.14	42.7	34.36		304.4335713		
2.83	3.1	2.84	18.36	49.59	43.61	34.54		314.713682		
2.85	3.07	2.93	17.99	49.96	41.43	34		313.1932639		
2.82	2.86	2.82	18.55	49.78	42.52	34.54		302.3354315		
2.81	3.02	2.89	17.99	49.96	42.16	34		310.6426302		
2.78	2.92	2.85	17.8	50.14	42.52	34.54		305.477215		
2.78	3.03	2.78	18.36	49.78	42.88	34.36		311.1544364		
2.78	3.03	2.89	17.99	50.14	41.61	34.72		311.1544364		
2.78	3.02	2.85	18.55	49.78	43.25	34.36		310.6426302		
2.76	2.92	2.88	18.17	50.14	41.07	34.91		305.477215		
2.76	2.95	2.86	17.8	50.32	42.7	35.27		307.0360017		
2.75	3.01	2.81	18.36	49.96	41.8	35.45		310.1299759		
2.79	3.03	2.65	17.8	50.32	40.35	35.09		311.1544364		
2.77	2.94	2.59	18.55	49.78	43.25	35.09		306.5172905		
2.74	2.97	2.81	17.8	50.14	43.43	34.72		308.0707931		
2.74	2.99	2.83	18.55	49.78	42.34	35.45		309.1021063		
2.75	3	2.58	18.36	49.96	42.16	34.54		309.6164694		
2.77	3.06	2.91	17.99	50.32	40.89	34.18		312.6848083		
2.59	2.96	2.7	18.55	49.96	43.07	34.72		307.5538344		
2.53	2.81	2.7	17.99	50.32	41.8	34.18		299.6920139		
2.53	2.78	2.68	18.55	49.96	42.34	34.72		298.0946643		
2.61	2.88	2.79	18.36	49.96	42.16	34.54		303.3863227		
2.73	2.94	2.88	17.99	50.32	41.07	34.72		306.5172905		
2.75	2.92	2.66	18.55	49.96	42.7	34.91		305.477215		
2.7	2.74	2.78	18.17	50.32	43.43	34.91		295.9513968		
2.65	2.85	2.69	18.55	49.96	41.8	35.63		301.8086079		
2.63	2.9	2.75	18.36	49.96	43.43	35.09		304.4335713		
2.64	2.89	2.61	17.99	50.32	43.07	34.91		303.9104		
2.63	2.87	2.84	18.55	49.96	41.61	35.27		302.8613348		
2.6	2.85	2.72	18.17	50.14	43.43	34.72		301.8086079		
2.59	2.83	2.8	18.36	49.96	43.79	34.72		300.7521807		
2.62	2.87	2.66	18.36	49.96	41.61	34.18		302.8613348		
2.62	2.85	2.68	17.99	50.32	41.98	34.72		301.8086079		
2.66	2.85	2.78	18.36	49.96	43.25	35.09		301.8086079		
2.63	2.93	2.74	18.17	50.14	42.88	35.09		305.9976965		
2.63	2.95	2.73	18.36	49.96	42.88	35.45		307.0360017		
2.7	2.89	2.77	18.55	49.96	41.61	34.72		303.9104		
2.65	2.9	2.72	17.99	50.32	40.89	34.18		304.4335713		
2.66	2.97	2.75	18.36	49.96	43.79	34.72		308.0707931		
2.66	2.95	2.71	18.36	50.14	41.07	35.27		307.0360017		
2.75	2.97	2.84	18.36	50.14	43.79	35.45		308.0707931		
2.76	3.02	2.8	18.55	49.96	41.98	34.91		310.6426302		
2.74	2.98	2.67	18.17	50.32	43.25	35.27		308.5868823		
2.75	3	2.67	18.36	50.14	42.52	34.72		309.6164694		
2.72	2.98	2.73	18.55	50.14	43.07	34.91		308.5868823		
2.77	2.99	2.95	18.36	50.14	43.79	35.09		309.1021063		
2.8	2.98	2.76	18.55	50.14	43.61	35.63		308.5868823		
2.78	2.88	2.8	17.99	50.32	43.07	35.27		303.3863227		
2.66	2.94	2.79	18.36	50.14	42.88	34.72		306.5172905		
2.63	2.83	2.75	18.36	50.14	42.34	35.09		300.7521807		
2.63	2.75	2.68	18.17	50.32	42.7	35.09		296.4886723		
2.72	2.94	2.75	18.36	50.32	43.07	35.63		306.5172905		
2.78	3.04	2.78	17.8	50.5	44.15	35.45		311.6653987		
2.76	2.93	2.85	18.17	50.32	40.89	34.36		305.9976965		
2.77	2.81	2.79	18.36	50.14	41.61	35.27		299.6920139		
2.8	2.93	2.95	17.8	50.5	42.88	35.09		305.9976965		
2.76	2.99	2.92	18.36	50.32	42.88	35.63		309.1021063		
2.74	3.02	2.82	17.62	50.5	41.98	35.09		310.6426302		
2.77	2.97	2.84	17.99	50.5	43.25	34.72		308.0707931		
2.8	2.95	2.93	18.17	50.32	43.43	35.09		307.0360017		
2.78	2.92	2.8	17.62	50.68	44.88	35.27		305.477215		
2.77	3.02	2.66	17.8	50.5	43.61	34.91		310.6426302		
2.74	3.01	2.92	17.8	50.5	43.43	34.54		310.1299759		
2.78	2.96	2.77	17.62	50.5	41.25	34.54		307.5538344		
2.76	2.8	2.87	17.99	50.5	43.43	35.63		299.1605157		
2.75	2.95	2.76	17.8	50.5	41.98	34.36		307.0360017		
2.75	2.92	2.97	17.8	50.68	42.34	34.18		305.477215		
2.71	2.92	2.83	17.99	50.32	42.52	34.72		305.477215		
2.71	2.96	2.64	17.99	50.5	41.43	34.91		307.5538344		
2.76	3.03	2.92	17.62	50.68	42.88	34.54		311.1544364		
2.78	3	2.85	18.17	50.5	43.61	34.91		309.6164694		
2.78	3.02	2.76	17.8	50.5	43.79	34.72		310.6426302		
2.78	3.02	2.92	18.55	50.32	41.07	34.91		310.6426302		
2.8	3.06	2.76	17.99	50.5	41.25	34.72		312.6848083		
2.76	2.88	2.73	18.55	50.32	41.61	35.81		303.3863227		
2.8	3.03	2.98	18.55	50.14	43.25	34.54		311.1544364		
2.8	3.02	2.79	18.36	50.32	42.7	35.27		310.6426302		
2.68	2.99	2.86	18.36	50.32	43.07	35.81		309.1021063		
2.79	2.93	2.81	18.55	50.32	43.43	34.72		305.9976965		
2.73	2.98	2.9	18.36	50.5	43.97	35.09		308.5868823		
2.76	3.02	2.73	18.17	50.32	43.97	35.45		310.6426302		
2.75	2.89	2.85	18.55	50.32	42.88	35.09		303.9104		
2.75	2.98	2.8	17.99	50.5	43.25	35.45		308.5868823		
2.75	2.98	2.83	18.36	50.32	42.88	35.09		308.5868823		
2.72	2.85	2.81	17.62	50.68	43.07	34.54		301.8086079		
2.76	3	2.96	17.8	50.68	42.34	35.45		309.6164694		
2.78	2.97	2.78	18.17	50.5	43.07	34.91		308.0707931		
2.77	2.97	2.93	17.62	50.68	43.61	35.09		308.0707931		
2.74	2.83	2.74	17.99	50.68	43.07	34.72		300.7521807		
2.75	2.97	2.81	17.8	50.68	42.88	34.72		308.0707931		
2.75	3.03	2.79	17.62	50.68	44.15	35.45		311.1544364		
2.67	2.89	2.6	17.99	50.68	43.43	34.91		303.9104		
2.64	2.89	2.72	17.99	50.68	42.52	35.27		303.9104		
2.66	2.92	2.71	17.62	50.68	42.88	34.36		305.477215		
2.64	2.85	2.64	18.17	50.5	42.34	34.72		301.8086079		
2.69	3.03	2.86	17.99	50.68	43.79	35.09		311.1544364		
2.68	2.88	2.74	17.62	50.86	43.79	34.91		303.3863227		
2.74	3.03	2.57	17.99	50.5	43.07	35.45		311.1544364		
2.74	2.91	2.85	17.99	50.68	43.43	34.54		304.9558415		
2.77	3.05	2.52	18.55	50.32	42.52	34.91		312.1755213		
2.8	3.04	2.85	18.17	50.5	43.25	35.27		311.6653987		
2.77	2.85	2.82	17.8	50.5	44.15	35.27		301.8086079		
2.77	3	2.75	18.55	50.32	42.88	35.63		309.6164694		
2.76	2.92	2.81	18.36	50.5	42.16	34.72		305.477215		
2.76	2.74	2.77	18.36	50.5	42.52	35.09		295.9513968		
2.75	2.87	3.05	18.55	50.32	43.25	35.45		302.8613348		
2.8	3.03	2.87	17.99	50.68	43.25	34.54		311.1544364		
2.83	2.99	2.8	18.17	50.5	43.79	35.99		309.1021063		
2.82	2.98	2.56	18.55	50.32	43.07	34.91		308.5868823		
2.83	3.03	3.03	18.17	50.68	40.71	35.45		311.1544364		
2.83	3.09	2.88	18.36	50.5	41.07	35.09		314.2076967		
2.83	3.05	2.8	17.8	50.86	42.34	34.91		312.1755213		
2.82	3.05	2.87	17.99	50.68	44.15	35.63		312.1755213		
2.81	3.01	2.89	18.36	50.5	43.79	35.63		310.1299759		
2.79	2.83	2.94	17.62	50.86	42.52	35.63		300.7521807		
2.82	3	2.81	18.36	50.5	44.88	35.09		309.6164694		
2.72	2.97	2.77	17.8	50.86	44.34	35.63		308.0707931		
2.75	2.97	2.82	17.8	50.86	41.61	34.72		308.0707931		
2.74	2.97	2.76	18.36	50.5	42.88	35.63		308.0707931		
2.8	3.02	2.98	17.62	50.86	43.25	34.36		310.6426302		
2.83	2.77	2.77	17.99	50.68	43.43	35.99		297.5603008		
2.83	3	2.93	17.8	50.86	42.52	34.18		309.6164694		
2.83	3.07	2.93	17.62	51.04	43.61	35.63		313.1932639		
2.82	3.03	2.88	17.99	50.68	42.34	34.72		311.1544364		
2.84	3.06	2.87	17.62	50.86	42.88	35.27		312.6848083		
2.81	3.03	2.91	17.62	50.86	43.97	34.36		311.1544364		
2.79	2.9	2.89	17.8	50.68	41.98	35.09		304.4335713		
2.86	3.05	2.59	17.8	50.86	43.25	34.36		312.1755213		
2.83	3.08	2.93	17.99	50.86	42.52	35.27		313.700892		
2.8	3.02	2.96	17.99	50.86	43.61	34.72		310.6426302		
2.83	3.06	2.8	17.8	51.04	42.16	35.45		312.6848083		
2.79	3.02	2.95	17.99	50.68	43.25	34.54		310.6426302		
2.79	2.97	2.9	17.99	50.86	43.25	35.81		308.0707931		
2.8	3.04	2.89	17.8	50.5	41.98	34.36		311.6653987		
2.79	2.99	2.97	17.8	50.86	41.98	35.27		309.1021063		
2.81	3.01	2.94	17.62	50.86	43.25	34.91		310.1299759		
2.81	3.06	2.88	18.17	50.68	42.52	34.91		312.6848083		
2.81	3.03	2.87	17.62	50.86	42.7	35.09		311.1544364		
2.81	2.98	2.92	18.55	50.5	42.34	35.09		308.5868823		
2.79	3.06	2.87	18.17	50.68	41.98	35.45		312.6848083		
2.8	3.04	2.65	17.8	50.86	42.52	34		311.6653987		
2.8	3.01	2.81	18.55	50.5	42.52	35.63		310.1299759		
2.79	3.06	2.87	17.99	50.68	43.07	34.72		312.6848083		
2.78	3.04	2.88	18.55	50.32	44.15	35.45		311.6653987		
2.82	3.08	2.92	18.17	50.5	42.7	34.91		313.700892		
2.83	2.89	2.95	17.99	50.86	42.88	34		303.9104		
2.83	2.95	2.92	18.55	50.5	43.07	35.63		307.0360017		
2.82	3.01	2.91	17.99	50.86	42.34	34.18		310.1299759		
2.83	3.06	2.91	18.55	50.5	43.97	35.99		312.6848083		
2.81	2.95	2.67	18.55	50.5	43.97	34.91		307.0360017		
2.75	2.99	2.94	17.99	50.86	42.88	34.36		309.1021063		
2.8	3.05	2.86	18.55	50.5	42.88	35.63		312.1755213		
2.8	3.03	2.87	18.17	50.68	43.43	34.54		311.1544364		
2.86	3.06	2.91	18.36	50.5	42.7	36.17		312.6848083		
2.83	3.08	2.84	18.55	50.5	43.07	35.27		313.700892		
2.81	2.94	2.8	18.17	50.86	43.43	34.91		306.5172905		
2.79	3.04	2.94	18.55	50.5	43.61	35.27		311.6653987		
2.76	3.06	2.93	18.36	50.68	43.25	34.91		312.6848083		
2.77	2.98	2.77	18.36	50.5	43.61	35.81		308.5868823		
2.76	2.98	2.8	18.55	50.5	42.88	34.54		308.5868823		
2.74	2.81	2.91	18.17	50.68	44.7	35.81		299.6920139		
2.72	2.93	2.94	18.55	50.5	43.07	35.27		305.9976965		
2.73	2.97	2.79	18.73	50.5	43.07	35.45		308.0707931		
2.75	2.99	2.72	18.36	50.68	43.43	35.45		309.1021063		
2.72	2.98	2.93	18.36	50.5	42.34	35.09		308.5868823		
2.77	3.01	2.82	17.99	50.86	42.52	35.63		310.1299759		
2.78	2.97	2.84	18.36	50.68	43.97	35.09		308.0707931		
2.79	3.04	2.64	18.55	50.5	44.15	35.27		311.6653987		
2.8	2.99	2.82	17.8	51.04	43.07	34.91		309.1021063		
2.8	2.98	2.85	18.17	50.86	42.34	34.91		308.5868823		
2.81	3.04	2.86	17.99	51.04	44.34	34.91		311.6653987		
2.81	2.99	2.81	17.62	51.04	44.15	34.91		309.1021063		
2.81	3.02	2.88	17.99	51.04	42.7	35.45		310.6426302		
2.8	3.06	2.94	17.99	50.86	43.61	34.72		312.6848083		
2.8	3.08	2.87	17.99	50.86	44.15	34.54		313.700892		
2.79	3.01	2.8	18.55	50.5	42.52	35.45		310.1299759		
2.7	2.89	2.85	17.99	50.86	43.25	34.72		303.9104		
2.7	2.84	2.71	17.8	51.04	42.88	34.36		301.2808593		
2.77	3	2.85	18.55	50.5	43.07	35.27		309.6164694		
2.76	3.04	2.72	18.17	50.86	42.16	34.72		311.6653987		
2.66	2.89	2.66	18.73	50.5	42.52	35.99		303.9104		
2.78	2.9	2.79	18.55	50.5	43.07	35.27		304.4335713		
2.78	3.05	2.9	18.55	50.68	44.15	34.54		312.1755213		
2.75	3	2.92	18.55	50.5	43.07	36.36		309.6164694		
2.73	2.94	2.81	18.55	50.5	43.61	35.09		306.5172905		
2.74	3.02	2.76	18.36	50.68	41.98	35.99		310.6426302		
2.78	2.99	2.89	18.55	50.5	41.61	35.81		309.1021063		
2.8	2.95	2.51	18.55	50.5	42.16	34.91		307.0360017		
2.8	3.01	2.79	18.36	50.68	43.97	35.63		310.1299759		
2.78	2.97	2.86	18.55	50.5	43.43	36.17		308.0707931		
2.78	3.01	2.86	17.99	51.04	43.61	35.09		310.1299759		
2.81	3.08	2.92	18.36	50.86	43.07	35.45		313.700892		
2.8	3.06	0.46	18.36	51.04	41.98	34.18		312.6848083		
2.8	3.03	2.87	17.8	51.04	43.43	35.45		311.1544364		
2.83	3.07	2.92	18.36	50.68	43.43	35.63		313.1932639		
2.77	3.07	2.95	17.8	51.04	43.07	34.36		313.1932639		
2.79	3.04	2.89	17.8	51.04	43.61	35.63		311.6653987		
2.78	2.99	2.83	17.99	51.04	42.88	34.91		309.1021063		
2.77	3	2.66	17.8	51.04	43.07	34.91		309.6164694		
2.76	2.96	2.89	17.8	51.04	43.25	35.99		307.5538344		
2.78	3.03	2.83	17.99	50.86	42.7	34		311.1544364		
2.81	2.98	2.97	17.8	51.04	42.34	34.91		308.5868823		
2.8	3.03	2.91	18.36	50.68	43.43	35.09		311.1544364		
2.84	3.01	2.89	17.99	51.04	41.98	34.36		310.1299759		
2.83	2.99	2.86	17.8	51.23	43.97	35.45		309.1021063		
2.79	3.09	2.87	18.17	50.86	42.7	34.54		314.2076967		
2.81	2.88	2.71	17.8	51.04	44.88	34.91		303.3863227		
2.76	3.01	2.81	18.36	50.68	43.43	35.09		310.1299759		
2.75	3.02	2.91	17.99	50.86	43.43	34.72		310.6426302		
2.77	3.01	2.81	17.8	51.04	43.07	35.45		310.1299759		
2.78	2.96	2.76	18.17	50.86	43.25	34.36		307.5538344		
2.8	2.89	2.8	17.99	51.04	43.61	35.09		303.9104		
2.78	2.96	2.76	18.55	50.68	44.52	34.54		307.5538344		
2.78	3	2.8	17.99	51.04	43.97	35.09		309.6164694		
2.79	2.96	2.81	17.8	51.04	43.79	35.09		307.5538344		
2.77	2.99	2.82	18.36	50.68	43.61	35.09		309.1021063		
2.77	2.92	2.79	17.99	51.04	44.34	35.09		305.477215		
2.74	3	2.79	18.73	50.5	43.07	35.45		309.6164694		
2.76	2.96	2.72	18.17	50.86	42.88	35.09		307.5538344		
2.75	2.97	2.78	17.99	51.04	41.8	34		308.0707931		
2.73	2.97	2.8	18.55	50.5	43.97	35.63		308.0707931		
2.74	2.97	2.74	18.17	50.86	41.98	34.54		308.0707931		
2.75	2.94	2.59	18.36	50.5	44.7	35.27		306.5172905		
2.78	2.93	2.59	18.55	50.5	42.16	34.91		305.9976965		
2.77	3.02	2.83	18.36	50.5	42.7	35.27		310.6426302		
2.8	3.02	2.84	18.55	50.5	43.43	35.27		310.6426302		
2.75	3.03	2.91	18.36	50.68	43.97	35.27		311.1544364		
2.76	3.02	2.78	18.55	50.5	41.8	35.63		310.6426302		
2.77	2.98	2.83	18.55	50.5	41.98	35.27		308.5868823		
2.72	2.95	2.89	18.55	50.68	42.7	35.81		307.0360017		
2.75	2.92	2.86	18.73	50.5	42.88	35.27		305.477215		
2.7	2.98	2.87	18.73	50.68	44.15	35.27		308.5868823		
2.73	2.84	2.84	18.55	50.5	43.61	35.09		301.2808593		
2.69	2.88	2.72	18.73	50.5	44.15	35.81		303.3863227		
2.7	2.86	2.92	18.17	50.68	42.7	35.27		302.3354315		
2.73	2.97	2.81	18.36	50.5	44.34	36.17		308.0707931		
2.72	2.99	2.5	18.55	50.5	43.07	34.91		309.1021063		
2.74	2.9	2.71	18.36	50.68	44.15	35.45		304.4335713		
2.71	2.96	2.85	18.55	50.5	44.15	35.63		307.5538344		
2.74	2.96	2.81	18.17	50.68	44.52	34.72		307.5538344		
2.73	2.93	2.85	18.55	50.5	42.7	36.36		305.9976965		
2.72	2.8	2.71	18.55	50.5	42.52	34.72		299.1605157		
2.7	2.88	2.64	18.55	50.68	43.43	35.45		303.3863227		
2.71	2.95	2.82	18.55	50.5	42.52	35.45		307.0360017		
2.71	2.96	2.76	18.17	50.86	42.7	34.54		307.5538344		
2.73	2.84	2.75	18.36	50.5	43.25	36.17		301.2808593		
2.76	3.03	2.91	18.73	50.5	43.43	35.45		311.1544364		
2.72	2.91	2.92	18.55	50.5	44.34	35.45		304.9558415		
2.74	2.93	2.77	18.73	50.5	42.16	36.17		305.9976965		
2.72	2.92	2.88	18.17	50.86	43.79	35.63		305.477215		
2.74	2.94	2.9	18.36	50.68	43.07	35.27		306.5172905		
2.73	2.94	2.86	18.55	50.5	43.25	35.09		306.5172905		
2.74	2.98	2.7	17.99	50.86	43.43	35.45		308.5868823		
2.74	3	2.83	18.36	50.5	43.25	35.27		309.6164694		
2.75	3	2.75	17.62	51.04	42.88	35.09		309.6164694		
2.73	2.8	2.7	17.99	50.86	44.52	35.09		299.1605157		
2.76	2.97	2.96	17.8	51.04	41.8	34.54		308.0707931		
2.74	2.99	2.87	17.62	51.04	42.88	34.91		309.1021063		
2.77	3.01	2.91	18.17	50.86	43.61	35.63		310.1299759		
2.77	2.94	2.91	17.8	51.04	42.88	35.45		306.5172905		
2.77	2.96	2.82	17.62	51.04	43.61	34.54		307.5538344		
2.81	3.02	2.84	17.99	50.86	43.97	34.91		310.6426302		
2.76	2.97	2.91	17.8	51.04	43.25	35.27		308.0707931		
2.76	2.95	2.75	17.8	51.04	42.88	34.72		307.0360017		
2.78	2.86	2.86	17.8	50.86	44.34	34.72		302.3354315		
2.8	3.04	2.92	17.8	51.04	43.07	35.45		311.6653987		
2.78	2.94	2.8	18.17	50.86	42.88	35.09		306.5172905		
2.74	2.98	2.76	17.99	51.04	42.7	34		308.5868823		
2.74	3.01	2.71	17.62	51.04	44.7	35.45		310.1299759		
2.74	2.82	2.9	17.8	50.86	42.52	35.63		300.2225672		
2.76	2.96	2.84	17.8	51.04	43.25	34.18		307.5538344		
2.75	3.01	2.79	18.55	50.68	43.97	34.72		310.1299759		
2.76	2.89	2.78	17.99	50.86	44.52	35.27		303.9104		
2.77	2.96	2.84	17.8	51.04	43.97	34.72		307.5538344		
2.76	2.97	3.02	18.36	50.86	42.7	34.72		308.0707931		
2.75	3.04	2.78	17.99	51.04	43.43	34.54		311.6653987		
2.78	3.01	2.78	18.73	50.5	44.15	35.45		310.1299759		
2.76	3.05	2.9	18.17	50.68	43.25	35.27		312.1755213		
2.8	3	2.91	17.8	51.04	43.79	34.18		309.6164694		
2.81	3.05	2.86	18.55	50.5	43.25	35.27		312.1755213		
2.78	2.9	2.87	18.17	50.68	43.43	35.63		304.4335713		
2.78	2.93	2.9	18.36	50.5	44.15	35.63		305.9976965		
2.78	3.01	2.86	18.55	50.5	43.25	34.36		310.1299759		
2.58	2.92	2.92	18.17	50.68	43.25	35.27		305.477215		
2.62	2.53	2.64	18.36	50.5	41.8	35.63		284.4332313		
2.71	2.92	2.72	18.55	50.5	43.97	35.45		305.477215		
2.74	2.89	2.82	18.36	50.68	44.15	35.63		303.9104		
2.74	2.95	2.67	18.73	50.68	43.97	34.91		307.0360017		
2.75	2.97	2.71	18.17	50.86	43.25	35.27		308.0707931		
2.76	3.01	2.79	18.36	50.68	42.88	36.17		310.1299759		
2.76	2.99	2.8	18.55	50.5	43.25	35.45		309.1021063		
2.77	3	2.9	18.17	50.86	43.07	35.63		309.6164694		
2.76	3.03	2.82	18.55	50.5	41.25	35.09		311.1544364		
2.77	3.08	2.75	17.99	51.04	43.79	34.91		313.700892		
2.75	3.02	2.7	18.36	50.68	43.97	35.81		310.6426302		
2.76	2.94	2.87	18.55	50.68	42.88	35.63		306.5172905		
2.77	3.01	2.87	18.17	50.86	43.79	35.63		310.1299759		
2.78	3.01	2.77	18.36	50.68	42.16	35.09		310.1299759		
2.77	2.94	2.86	17.8	51.23	42.88	35.09		306.5172905		
2.76	2.93	2.84	18.17	50.86	43.43	35.27		305.9976965		
2.77	3	2.81	18.55	50.68	42.7	35.99		309.6164694		
2.73	2.96	2.88	17.8	51.04	43.43	35.63		307.5538344		
2.77	2.93	2.9	18.36	50.86	42.16	35.63		305.9976965		
2.77	3.02	2.76	17.8	51.23	42.7	35.45		310.6426302		
2.76	3.03	2.91	17.99	50.86	42.88	34.91		311.1544364		
2.81	2.66	3.02	18.36	50.68	43.25	35.81		291.6174049		
2.75	3	2.75	17.62	51.23	43.61	35.27		309.6164694		
2.75	3.03	2.86	17.99	51.04	43.61	35.99		311.1544364		
2.69	2.93	2.64	17.99	51.04	43.43	35.45		305.9976965		
2.69	2.96	2.82	17.62	51.04	43.61	34.72		307.5538344		
2.66	2.92	2.69	18.17	51.04	42.7	35.27		305.477215		
2.69	2.9	2.76	17.8	51.04	43.61	34.91		304.4335713		
2.73	2.96	2.76	17.43	51.23	45.24	35.63		307.5538344		
2.72	2.92	2.89	17.99	50.86	43.07	35.63		305.477215		
2.74	2.82	2.68	17.8	51.04	43.25	35.27		300.2225672		
